game_id,player_id,stat,status,model_status
24960,309,pts,PRICED,MARKET_FALLBACK
24960,309,reb,PRICED,MARKET_FALLBACK
24960,309,ast,PRICED,MARKET_FALLBACK
24960,309,fg3m,PRICED,MARKET_FALLBACK
24960,309,stl,PRICED,PURE_UNCERTIFIED
24960,309,blk,PRICED,PURE_UNCERTIFIED
24960,309,turnover,PRICED,PURE_UNCERTIFIED
24957,374,pts,PRICED,MARKET_FALLBACK
24957,374,reb,PRICED,MARKET_FALLBACK
24957,374,ast,PRICED,MARKET_FALLBACK
24957,374,fg3m,PRICED,MARKET_FALLBACK
24957,374,stl,PRICED,PURE_UNCERTIFIED
24957,374,blk,PRICED,PURE_UNCERTIFIED
24957,374,turnover,PRICED,PURE_UNCERTIFIED
24958,379,pts,PRICED,MARKET_FALLBACK
24958,379,reb,PRICED,MARKET_FALLBACK
24958,379,ast,PRICED,MARKET_FALLBACK
24958,379,fg3m,PRICED,MARKET_FALLBACK
24958,379,stl,PRICED,PURE_UNCERTIFIED
24958,379,blk,PRICED,PURE_UNCERTIFIED
24958,379,turnover,PRICED,PURE_UNCERTIFIED
24958,383,pts,PRICED,MARKET_FALLBACK
24958,383,reb,PRICED,MARKET_FALLBACK
24958,383,ast,PRICED,MARKET_FALLBACK
24958,383,fg3m,PRICED,MARKET_FALLBACK
24958,383,stl,PRICED,PURE_UNCERTIFIED
24958,383,blk,PRICED,PURE_UNCERTIFIED
24958,383,turnover,PRICED,PURE_UNCERTIFIED
24957,385,pts,PRICED,MARKET_FALLBACK
24957,385,reb,PRICED,MARKET_FALLBACK
24957,385,ast,PRICED,MARKET_FALLBACK
24957,385,fg3m,PRICED,MARKET_FALLBACK
24957,385,stl,PRICED,PURE_UNCERTIFIED
24957,385,blk,PRICED,PURE_UNCERTIFIED
24957,385,turnover,PRICED,PURE_UNCERTIFIED
24959,410,pts,PRICED,MARKET_FALLBACK
24959,410,reb,PRICED,MARKET_FALLBACK
24959,410,ast,PRICED,MARKET_FALLBACK
24959,410,fg3m,PRICED,MARKET_FALLBACK
24959,410,stl,PRICED,PURE_UNCERTIFIED
24959,410,blk,PRICED,PURE_UNCERTIFIED
24959,410,turnover,PRICED,PURE_UNCERTIFIED
24960,411,pts,PRICED,MARKET_FALLBACK
24960,411,reb,PRICED,MARKET_FALLBACK
24960,411,ast,PRICED,MARKET_FALLBACK
24960,411,fg3m,PRICED,MARKET_FALLBACK
24960,411,stl,PRICED,PURE_UNCERTIFIED
24960,411,blk,PRICED,PURE_UNCERTIFIED
24960,411,turnover,PRICED,PURE_UNCERTIFIED
24960,419,pts,PRICED,MARKET_FALLBACK
24960,419,reb,PRICED,MARKET_FALLBACK
24960,419,ast,PRICED,MARKET_FALLBACK
24960,419,fg3m,PRICED,MARKET_FALLBACK
24960,419,stl,PRICED,PURE_UNCERTIFIED
24960,419,blk,PRICED,PURE_UNCERTIFIED
24960,419,turnover,PRICED,PURE_UNCERTIFIED
24960,424,pts,PRICED,MARKET_FALLBACK
24960,424,reb,PRICED,MARKET_FALLBACK
24960,424,ast,PRICED,MARKET_FALLBACK
24960,424,fg3m,PRICED,MARKET_FALLBACK
24960,424,stl,PRICED,PURE_UNCERTIFIED
24960,424,blk,PRICED,PURE_UNCERTIFIED
24960,424,turnover,PRICED,PURE_UNCERTIFIED
24960,425,pts,PRICED,MARKET_FALLBACK
24960,425,reb,PRICED,MARKET_FALLBACK
24960,425,ast,PRICED,MARKET_FALLBACK
24960,425,fg3m,PRICED,MARKET_FALLBACK
24960,425,stl,PRICED,PURE_UNCERTIFIED
24960,425,blk,PRICED,PURE_UNCERTIFIED
24960,425,turnover,PRICED,PURE_UNCERTIFIED
24959,437,pts,PRICED,MARKET_FALLBACK
24959,437,reb,PRICED,MARKET_FALLBACK
24959,437,ast,PRICED,MARKET_FALLBACK
24959,437,fg3m,PRICED,MARKET_FALLBACK
24959,437,stl,PRICED,PURE_UNCERTIFIED
24959,437,blk,PRICED,PURE_UNCERTIFIED
24959,437,turnover,PRICED,PURE_UNCERTIFIED
24957,455,pts,PRICED,MARKET_FALLBACK
24957,455,reb,PRICED,MARKET_FALLBACK
24957,455,ast,PRICED,MARKET_FALLBACK
24957,455,fg3m,PRICED,MARKET_FALLBACK
24957,455,stl,PRICED,PURE_UNCERTIFIED
24957,455,blk,PRICED,PURE_UNCERTIFIED
24957,455,turnover,PRICED,PURE_UNCERTIFIED
24957,456,pts,PRICED,MARKET_FALLBACK
24957,456,reb,PRICED,MARKET_FALLBACK
24957,456,ast,PRICED,MARKET_FALLBACK
24957,456,fg3m,PRICED,MARKET_FALLBACK
24957,456,stl,PRICED,PURE_UNCERTIFIED
24957,456,blk,PRICED,PURE_UNCERTIFIED
24957,456,turnover,PRICED,PURE_UNCERTIFIED
24960,465,pts,PRICED,MARKET_FALLBACK
24960,465,reb,PRICED,MARKET_FALLBACK
24960,465,ast,PRICED,MARKET_FALLBACK
24960,465,fg3m,PRICED,MARKET_FALLBACK
24960,465,stl,PRICED,PURE_UNCERTIFIED
24960,465,blk,PRICED,PURE_UNCERTIFIED
24960,465,turnover,PRICED,PURE_UNCERTIFIED
24960,468,pts,PRICED,MARKET_FALLBACK
24960,468,reb,PRICED,MARKET_FALLBACK
24960,468,ast,PRICED,MARKET_FALLBACK
24960,468,fg3m,PRICED,MARKET_FALLBACK
24960,468,stl,PRICED,PURE_UNCERTIFIED
24960,468,blk,PRICED,PURE_UNCERTIFIED
24960,468,turnover,PRICED,PURE_UNCERTIFIED
24957,487,pts,PRICED,MARKET_FALLBACK
24957,487,reb,PRICED,MARKET_FALLBACK
24957,487,ast,PRICED,MARKET_FALLBACK
