event_id,player_name,player_id,player_id_resolved,market_key,is_alternate_market,line,side,bookmaker,displayed_odds,reference_p,consensus_p_over,consensus_n_books,consensus_includes_sharp,consensus_dispersion_stdev,self_excluded,theoretical_ev_pct,executable_ev_pct,price_survived_30s,price_survived_60s,quote_age_seconds,provider_timestamp,scan_timestamp,validation_status,actionable,rejection_reason,warning_reason,source_type
786c1161bd8d7bbab01efa2e850df8bb,Isabelle Harrison,455,True,player_assists,False,1.5,under,hardrockbet,115.0,0.467391,0.532609,3,True,0.019797,True,0.4891,,,,40.396559,2026-07-28T20:15:05Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_points,False,17.5,over,hardrockbet,-105.0,0.514672,0.514672,8,True,0.015624,True,0.4836,,,,29.396559,2026-07-28T20:15:16Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Olivia Nelson-Ododa,641,True,player_points,False,10.5,over,betonlineag,-103.0,0.509537,0.509537,6,False,0.019393,True,0.4232,,,,53.396559,2026-07-28T20:14:52Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Kelsey Mitchell,533,True,player_assists,False,2.5,under,hardrockbet,-120.0,0.547433,0.452567,5,True,0.021082,True,0.3627,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Jonquel Jones,465,True,player_points,False,14.5,over,rebet,-107.0,0.518408,0.518408,6,True,0.015908,True,0.2902,,,,52.396559,2026-07-28T20:14:53Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Breanna Stewart,468,True,player_assists,False,3.5,over,betonlineag,110.0,0.47745,0.47745,8,False,0.021017,True,0.2645,,,,12.396559,2026-07-28T20:15:33Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Marina Mabrey,569,True,player_points,False,20.5,under,betparx,-108.0,0.5206,0.4794,6,True,0.019543,True,0.2637,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Breanna Stewart,468,True,player_assists,False,3.5,under,draftkings,-116.0,0.538223,0.461777,8,True,0.019507,True,0.2209,,,,132.396559,2026-07-28T20:13:33Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_rebounds,False,2.5,under,betparx,-115.0,0.53599,0.46401,5,True,0.023171,True,0.2069,,,,53.396559,2026-07-28T20:14:52Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_rebounds,False,2.5,under,hardrockbet,-115.0,0.53599,0.46401,5,True,0.022827,True,0.2069,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_rebounds,False,2.5,over,betonlineag,109.0,0.479296,0.479296,5,False,0.024048,True,0.1729,,,,31.396559,2026-07-28T20:15:14Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Chelsea Gray,410,True,player_assists,False,6.5,under,betonlineag,110.0,0.476748,0.523252,8,False,0.015799,True,0.1171,,,,18.396559,2026-07-28T20:15:27Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Olivia Miles,67053,True,player_rebounds,False,4.5,over,betparx,-108.0,0.519821,0.519821,8,True,0.01649,True,0.1137,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Megan DiLeo,579,True,player_rebounds,False,3.5,under,fanduel,122.0,0.450514,0.549486,5,False,0.012776,True,0.0141,,,,32.396559,2026-07-28T20:15:13Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Carla Leite,748,True,player_points,False,15.5,over,hardrockbet,100.0,0.5,0.5,8,True,0.017716,True,-0.0,,,,39.396559,2026-07-28T20:15:06Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Rae Burrell,640,True,player_points,False,14.5,over,betparx,-112.0,0.527965,0.527965,7,True,0.019123,True,-0.0638,,,,16.396559,2026-07-28T20:15:29Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,A'ja Wilson,535,True,player_rebounds,False,9.5,over,rebet,-102.0,0.504288,0.504288,6,True,0.01566,True,-0.1312,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Kayla McBride,374,True,player_points,False,17.5,over,betonlineag,-105.0,0.511428,0.511428,6,False,0.013281,True,-0.1498,,,,38.396559,2026-07-28T20:15:07Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Sonia Citron,736,True,player_threes,False,1.5,under,espnbet,-190.0,0.653592,0.346408,7,True,0.00849,True,-0.2412,,,,26.396559,2026-07-28T20:15:19Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Awa Fam,67076,True,player_points,False,12.5,over,hardrockbet,110.0,0.47408,0.47408,6,False,0.024131,True,-0.4432,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Olivia Nelson-Ododa,641,True,player_points,False,10.5,over,rebet,-105.0,0.509537,0.509537,6,True,0.019792,True,-0.519,,,,4.396559,2026-07-28T20:15:41Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Megan DiLeo,579,True,player_points,False,13.5,under,espnbet,-110.0,0.520538,0.479462,4,False,0.013514,True,-0.6245,,,,19.396559,2026-07-28T20:15:26Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Olivia Miles,67053,True,player_threes,False,1.5,under,betparx,-195.0,0.656358,0.343642,8,True,0.01594,True,-0.7048,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Olivia Miles,67053,True,player_threes,False,1.5,under,hardrockbet,-195.0,0.656358,0.343642,8,True,0.016434,True,-0.7048,,,,40.396559,2026-07-28T20:15:05Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Sabrina Ionescu,591,True,player_points,False,18.5,over,hardrockbet,105.0,0.484249,0.484249,8,True,0.015936,True,-0.729,,,,29.396559,2026-07-28T20:15:16Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Olivia Miles,67053,True,player_rebounds,False,4.5,over,hardrockbet,-110.0,0.519821,0.519821,8,True,0.017693,True,-0.7615,,,,40.396559,2026-07-28T20:15:05Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Flau'jae Johnson,67080,True,player_points,False,14.5,over,hardrockbet,100.0,0.495663,0.495663,8,True,0.012103,True,-0.8675,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Isabelle Harrison,455,True,player_assists,False,1.5,under,betparx,112.0,0.467391,0.532609,3,True,0.020655,True,-0.913,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Emily Engstler,648,True,player_rebounds,False,5.5,under,betonlineag,-116.0,0.532034,0.467966,8,False,0.010417,True,-0.9316,,,,18.396559,2026-07-28T20:15:27Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Courtney Williams,456,True,player_threes,False,0.5,over,fliff,-205.0,0.665328,0.665328,2,False,0.001066,True,-1.0122,,,,14.396559,2026-07-28T20:15:31Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,insufficient_consensus_books,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Caitlin Clark,708,True,player_points,False,20.5,over,hardrockbet,-110.0,0.518408,0.518408,8,True,0.01029,True,-1.0311,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Marina Mabrey,569,True,player_points,False,20.5,under,betonlineag,-111.0,0.5206,0.4794,6,False,0.024142,True,-1.0391,,,,38.396559,2026-07-28T20:15:07Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Isabelle Harrison,455,True,player_points,False,11.5,over,hardrockbet,105.0,0.482669,0.482669,7,True,0.018988,True,-1.0528,,,,40.396559,2026-07-28T20:15:05Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Kayla McBride,374,True,player_points,False,17.5,over,rebet,-107.0,0.511428,0.511428,6,True,0.013714,True,-1.0602,,,,61.396559,2026-07-28T20:14:44Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_points,False,15.5,under,draftkings,-113.0,0.524834,0.475166,7,True,0.013575,True,-1.0712,,,,26.396559,2026-07-28T20:15:19Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_assists,False,3.5,under,espnbet,-150.0,0.593572,0.406428,6,True,0.011792,True,-1.0714,,,,40.396559,2026-07-28T20:15:05Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Sabrina Ionescu,591,True,player_points,False,18.5,under,betonlineag,-110.0,0.517912,0.482088,8,False,0.017015,True,-1.1258,,,,12.396559,2026-07-28T20:15:33Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Flau'jae Johnson,67080,True,player_rebounds,False,5.5,over,hardrockbet,110.0,0.470814,0.470814,8,True,0.015628,True,-1.1291,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Breanna Stewart,468,True,player_assists,False,3.5,over,rebet,107.0,0.47745,0.47745,8,True,0.021659,True,-1.1679,,,,52.396559,2026-07-28T20:14:53Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Sophie Cunningham,558,True,player_threes,False,1.5,over,betparx,110.0,0.470476,0.470476,8,True,0.01394,True,-1.2,,,,53.396559,2026-07-28T20:14:52Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Sophie Cunningham,558,True,player_threes,False,1.5,over,hardrockbet,110.0,0.470476,0.470476,8,True,0.014393,True,-1.2,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Pauline Astier,66925,True,player_assists,False,3.5,over,fanduel,116.0,0.457276,0.457276,5,True,0.007504,True,-1.2284,,,,4.396559,2026-07-28T20:15:41Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_rebounds,False,2.5,over,rebet,106.0,0.479296,0.479296,5,True,0.02501,True,-1.265,,,,48.396559,2026-07-28T20:14:57Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Bridget Carleton,562,True,player_threes,False,2.5,under,fanduel,-154.0,0.598553,0.401447,6,True,0.014041,True,-1.2777,,,,32.396559,2026-07-28T20:15:13Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Flau'jae Johnson,67080,True,player_assists,False,3.5,under,draftkings,-153.0,0.596974,0.403026,8,True,0.005404,True,-1.2847,,,,26.396559,2026-07-28T20:15:19Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Chelsea Gray,410,True,player_assists,False,6.5,under,rebet,107.0,0.476748,0.523252,8,True,0.016722,True,-1.3131,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_points,False,17.5,over,betparx,-109.0,0.514672,0.514672,8,True,0.015577,True,-1.3152,,,,16.396559,2026-07-28T20:15:29Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Bridget Carleton,562,True,player_threes,False,2.5,over,draftkings,140.0,0.410774,0.410774,6,True,0.014075,True,-1.4141,,,,23.396559,2026-07-28T20:15:22Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Natisha Hiedeman,580,True,player_points,False,15.5,under,betparx,-114.0,0.524834,0.475166,7,True,0.01122,True,-1.4786,,,,53.396559,2026-07-28T20:14:52Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Dearica Hamby,411,True,player_assists,False,2.5,over,betonlineag,106.0,0.478157,0.478157,5,False,0.009067,True,-1.4997,,,,12.396559,2026-07-28T20:15:33Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Olivia Nelson-Ododa,641,True,player_points,False,10.5,under,betparx,100.0,0.492386,0.507614,6,True,0.015518,True,-1.5229,,,,48.396559,2026-07-28T20:14:57Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Sabrina Ionescu,591,True,player_points,False,18.5,under,rebet,-111.0,0.517912,0.482088,8,True,0.017033,True,-1.55,,,,52.396559,2026-07-28T20:14:53Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Awa Fam,67076,True,player_assists,False,2.5,under,hardrockbet,-130.0,0.556098,0.443902,5,True,0.015152,True,-1.6135,,,,46.396559,2026-07-28T20:14:59Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_threes,False,1.5,over,betparx,120.0,0.44717,0.44717,8,True,0.01305,True,-1.6226,,,,16.396559,2026-07-28T20:15:29Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_threes,False,1.5,over,hardrockbet,120.0,0.44717,0.44717,8,True,0.014099,True,-1.6226,,,,29.396559,2026-07-28T20:15:16Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Sonia Citron,736,True,player_points,False,16.5,under,williamhill_us,-113.0,0.52168,0.47832,7,True,0.012868,True,-1.6656,,,,112.396559,2026-07-28T20:13:53Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_rebounds,False,8.5,over,betparx,-115.0,0.5258,0.5258,7,True,0.02266,True,-1.6983,,,,16.396559,2026-07-28T20:15:29Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_rebounds,False,8.5,over,hardrockbet,-115.0,0.5258,0.5258,7,True,0.022435,True,-1.6983,,,,29.396559,2026-07-28T20:15:16Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Emily Engstler,648,True,player_rebounds,False,5.5,under,rebet,-118.0,0.532034,0.467966,8,True,0.010388,True,-1.7089,,,,42.396559,2026-07-28T20:15:03Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Jonquel Jones,465,True,player_points,False,15.5,under,draftkings,-125.0,0.546001,0.453999,2,False,0.001763,True,-1.7197,,,,76.396559,2026-07-28T20:14:29Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,insufficient_consensus_books,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Jonquel Jones,465,True,player_assists,False,2.5,under,hardrockbet,-120.0,0.53599,0.46401,5,True,0.012808,True,-1.7351,,,,29.396559,2026-07-28T20:15:16Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
fa632e2d144f67960024500509077a4a,Nneka Ogwumike,309,True,player_rebounds,False,8.5,under,fliff,100.0,0.491263,0.508737,7,True,0.023885,True,-1.7475,,,,11.396559,2026-07-28T20:15:34Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
606c87e74c7cc6048113e44a4f33506f,Bridget Carleton,562,True,player_threes,False,2.5,over,betonlineag,139.0,0.410774,0.410774,6,False,0.015951,True,-1.8249,,,,18.396559,2026-07-28T20:15:27Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
c2e520af9bd7e828a76959862d941068,Awa Fam,67076,True,player_points,False,12.5,over,betparx,107.0,0.47408,0.47408,6,False,0.023029,True,-1.8655,,,,53.396559,2026-07-28T20:14:52Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
786c1161bd8d7bbab01efa2e850df8bb,Marina Mabrey,569,True,player_points,False,20.5,under,rebet,-113.0,0.5206,0.4794,6,True,0.024156,True,-1.8692,,,,61.396559,2026-07-28T20:14:44Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
e4dc370d08264200533bf3816f82c622,Leïla Lacan,773,True,player_assists,False,4.5,under,draftkings,-134.0,0.561905,0.438095,7,True,0.006967,True,-1.8763,,,,44.396559,2026-07-28T20:15:01Z,2026-07-28T20:15:45.396559+00:00,PENDING_VALIDATION,False,,,MARKET_DISLOCATION
