prop,fold_id,n,n_appear,pred_active_minutes,actual_minutes_appear,pred_dnp,actual_dnp,pred_stat_mean,pmf_mean,actual_outcome,pred_per_active_min_rate,actual_per_active_min_rate,pmf_variance,mean_sq_residual,variance_coverage_ratio,total_mean_bias,availability_bias,minutes_bias,rate_bias,pmf_shape_residual_bias
pts,0,435,352,18.28062037816599,20.62215909090909,0.3591229250012569,0.19080459770114944,7.33977202007432,5.3468833293513205,7.080459770114943,0.4271177711065077,0.381296774007,38.07282065673331,40.210659402818706,0.9468340291396581,-1.7335764407636223,-1.314225768003605,-0.8092866762601024,0.7646313056214401,-0.37469530212135504
pts,1,382,317,19.32721528746395,20.337539432176655,0.3499973427617678,0.17015706806282727,8.647629513790658,5.965771036632986,7.468586387434555,0.522360453264399,0.39432978741135666,47.971491030494754,42.233336696776995,1.135867889741131,-1.5028153508015691,-1.815626578449759,-0.4379524106853979,2.1607688553784388,-1.410005217044851
pts,2,476,386,18.933853491181544,19.678756476683937,0.3863046984641129,0.18907563025210083,8.226687803623605,5.66620809199331,6.657563025210084,0.6275414936223703,0.3782388664052784,43.310351570760716,30.342077221321926,1.4274023249906487,-0.9913549332167744,-2.343432141679295,-0.3790727046231314,3.978367135170232,-2.24721722208458
pts,3,458,378,18.859668205965885,20.116402116402117,0.2957628721101899,0.1746724890829694,7.845382440745765,6.020548475654346,6.770742358078603,0.5275028778808616,0.380028452853146,43.35454524061162,25.754660657943738,1.6833669764248824,-0.7501938824242567,-1.204671217987964,-0.547134989509934,2.4484618513335135,-1.4468495262598722
pts,4,498,393,19.495904357901573,20.615776081424936,0.32919095598466946,0.21084337349397586,7.527295916544419,5.643557348666297,6.971887550200803,0.5807871186963783,0.3753032053997552,36.00152504329303,35.11815319669101,1.0251542796585684,-1.3283302015345058,-1.3400461401276897,-0.5132730504911042,3.3430334649181543,-2.818044475833866
pts,5,508,421,19.25908817654617,20.102137767220903,0.3148956265806516,0.17125984251968507,8.201517420872227,6.133189671317462,7.251968503937008,0.5618710796426731,0.3881449678586305,43.715286108057995,32.56120484362585,1.3425573874799555,-1.1187788326195465,-1.5543007259214028,-0.39256193373954557,2.894181267772348,-2.066097440730946
pts,6,459,370,19.243595938592925,20.691891891891892,0.29879744978655987,0.1938997821350763,8.758831887072533,6.860038824481877,7.42483660130719,0.5513013018241291,0.39743225372579455,49.88962795159376,34.323173747573435,1.4535260730403998,-0.564797776825313,-1.1128614008558522,-0.6436286589492924,2.5664954950781023,-1.3748032120982705
pts,7,331,273,19.164780516864987,21.267399267399266,0.2807879705947288,0.17522658610271902,9.197403438685003,7.242010533515299,7.61631419939577,0.5431904005664481,0.3959335397399739,53.41677093262241,36.451958370764494,1.4654019515029453,-0.37430366588047104,-1.0989071872268337,-0.9419921260609019,2.5830010089380937,-0.916405361530829
pts,8,381,314,18.710676792646662,20.53184713375796,0.33034337152979315,0.1758530183727034,8.993429282562834,6.535280535305775,6.829396325459317,0.5420879188163265,0.3622369394324958,52.01459276236844,28.211306272411832,1.8437498873717209,-0.2941157901535423,-1.5669696733099376,-0.8136262839035051,3.0433051550854495,-0.956824988025549
pts,9,513,419,19.345524939386337,20.07875894988067,0.33078254238055965,0.18323586744639375,8.627754697756693,6.612582550976221,7.171539961013646,0.5095058072080954,0.3882256939067781,46.07687354320489,31.46687629572651,1.4642976668600103,-0.5589574100374248,-1.4543170105962693,-0.30513245087160823,1.988946575446359,-0.7884545240159064
pts,10,245,201,19.310709368489533,19.935323383084576,0.35028789456195814,0.17959183673469392,8.346029840586999,6.4196430509466795,7.351020408163265,0.649393886940562,0.40885212995982784,44.79292244786857,27.9537493470421,1.60239407929757,-0.9313773572165855,-2.1405723685588347,-0.33277438807289866,3.934084980497149,-2.392115581082001
reb,0,435,352,18.28062037816599,20.62215909090909,0.3591229250012569,0.19080459770114944,2.9312697366200586,2.131139469321058,2.857471264367816,0.1744774162049267,0.17507331910889343,7.740271683188184,8.312285326687594,0.9311845514177803,-0.7263317950467578,-0.5368606314768032,-0.33059324100969084,-0.009944044091711249,0.15106612153144738
reb,1,382,317,19.32721528746395,20.337539432176655,0.3499973427617678,0.17015706806282727,3.2233234012388596,2.1938650070403005,2.654450261780105,0.21005402793901956,0.15958315576314885,8.603375603290273,5.8694167406577655,1.4657973668310562,-0.4605852547398044,-0.7301082493001673,-0.1761114711789023,0.8517950599943414,-0.4061605942550761
reb,2,476,386,18.933853491181544,19.678756476683937,0.3863046984641129,0.18907563025210083,2.904781301131877,1.9262412118174952,2.596638655462185,0.22874149250843337,0.16255260083776257,6.842140027094637,5.554955963411143,1.2317181400107933,-0.6703974436446898,-0.8541907923661923,-0.13817358231435456,1.056241220862217,-0.7342742898263599
reb,3,458,378,18.859668205965885,20.116402116402117,0.2957628721101899,0.1746724890829694,2.8810544487620096,2.1973198564164513,2.831877729257642,0.21351249826759752,0.16477375630822774,8.039948883359541,6.175266737081467,1.3019597736695263,-0.6345578728411905,-0.48760371199675634,-0.22145880790107464,0.8091908162861307,-0.7346861692294901
