gameId,season,reason
1022200164,2022,season_not_in_canonical_box(2025-2026 only)
1022200165,2022,season_not_in_canonical_box(2025-2026 only)
1022200166,2022,season_not_in_canonical_box(2025-2026 only)
1022200167,2022,season_not_in_canonical_box(2025-2026 only)
1022200168,2022,season_not_in_canonical_box(2025-2026 only)
1022200169,2022,season_not_in_canonical_box(2025-2026 only)
1022200170,2022,season_not_in_canonical_box(2025-2026 only)
1022200171,2022,season_not_in_canonical_box(2025-2026 only)
1022200172,2022,season_not_in_canonical_box(2025-2026 only)
1022200173,2022,season_not_in_canonical_box(2025-2026 only)
1022200174,2022,season_not_in_canonical_box(2025-2026 only)
1022200175,2022,season_not_in_canonical_box(2025-2026 only)
1022200176,2022,season_not_in_canonical_box(2025-2026 only)
1022200177,2022,season_not_in_canonical_box(2025-2026 only)
1022200178,2022,season_not_in_canonical_box(2025-2026 only)
1022200179,2022,season_not_in_canonical_box(2025-2026 only)
1022200180,2022,season_not_in_canonical_box(2025-2026 only)
1022200181,2022,season_not_in_canonical_box(2025-2026 only)
1022200182,2022,season_not_in_canonical_box(2025-2026 only)
1022200183,2022,season_not_in_canonical_box(2025-2026 only)
1022200184,2022,season_not_in_canonical_box(2025-2026 only)
1022200185,2022,season_not_in_canonical_box(2025-2026 only)
1022200186,2022,season_not_in_canonical_box(2025-2026 only)
1022200187,2022,season_not_in_canonical_box(2025-2026 only)
1022200188,2022,season_not_in_canonical_box(2025-2026 only)
1022200189,2022,season_not_in_canonical_box(2025-2026 only)
1022200190,2022,season_not_in_canonical_box(2025-2026 only)
1022200191,2022,season_not_in_canonical_box(2025-2026 only)
1022200192,2022,season_not_in_canonical_box(2025-2026 only)
1022200193,2022,season_not_in_canonical_box(2025-2026 only)
1022200194,2022,season_not_in_canonical_box(2025-2026 only)
1022200195,2022,season_not_in_canonical_box(2025-2026 only)
1022200196,2022,season_not_in_canonical_box(2025-2026 only)
1022200197,2022,season_not_in_canonical_box(2025-2026 only)
1022200198,2022,season_not_in_canonical_box(2025-2026 only)
1022200199,2022,season_not_in_canonical_box(2025-2026 only)
1022200200,2022,season_not_in_canonical_box(2025-2026 only)
1022200201,2022,season_not_in_canonical_box(2025-2026 only)
1022200202,2022,season_not_in_canonical_box(2025-2026 only)
1022200203,2022,season_not_in_canonical_box(2025-2026 only)
1022200204,2022,season_not_in_canonical_box(2025-2026 only)
1022200205,2022,season_not_in_canonical_box(2025-2026 only)
1022200206,2022,season_not_in_canonical_box(2025-2026 only)
1022200207,2022,season_not_in_canonical_box(2025-2026 only)
1022200208,2022,season_not_in_canonical_box(2025-2026 only)
1022200209,2022,season_not_in_canonical_box(2025-2026 only)
1022200210,2022,season_not_in_canonical_box(2025-2026 only)
1022200211,2022,season_not_in_canonical_box(2025-2026 only)
1022200212,2022,season_not_in_canonical_box(2025-2026 only)
1022200213,2022,season_not_in_canonical_box(2025-2026 only)
1022200214,2022,season_not_in_canonical_box(2025-2026 only)
1022200215,2022,season_not_in_canonical_box(2025-2026 only)
1022200216,2022,season_not_in_canonical_box(2025-2026 only)
1022300001,2023,season_not_in_canonical_box(2025-2026 only)
