provider_game_id,canonical_game_id,match_method,status
1022100001,,,UNMATCHED_GAME
1022100002,,,UNMATCHED_GAME
1022100003,,,UNMATCHED_GAME
1022100004,,,UNMATCHED_GAME
1022100005,,,UNMATCHED_GAME
1022100006,,,UNMATCHED_GAME
1022100007,,,UNMATCHED_GAME
1022100008,,,UNMATCHED_GAME
1022100009,,,UNMATCHED_GAME
1022100010,,,UNMATCHED_GAME
1022100011,,,UNMATCHED_GAME
1022100012,,,UNMATCHED_GAME
1022100013,,,UNMATCHED_GAME
1022100014,,,UNMATCHED_GAME
1022100015,,,UNMATCHED_GAME
1022100016,,,UNMATCHED_GAME
1022100017,,,UNMATCHED_GAME
1022100018,,,UNMATCHED_GAME
1022100019,,,UNMATCHED_GAME
1022100020,,,UNMATCHED_GAME
1022100021,,,UNMATCHED_GAME
1022100022,,,UNMATCHED_GAME
1022100023,,,UNMATCHED_GAME
1022100024,,,UNMATCHED_GAME
1022100025,,,UNMATCHED_GAME
1022100026,,,UNMATCHED_GAME
1022100027,,,UNMATCHED_GAME
1022100028,,,UNMATCHED_GAME
1022100029,,,UNMATCHED_GAME
1022100030,,,UNMATCHED_GAME
1022100031,,,UNMATCHED_GAME
1022100032,,,UNMATCHED_GAME
1022100033,,,UNMATCHED_GAME
1022100034,,,UNMATCHED_GAME
1022100035,,,UNMATCHED_GAME
1022100036,,,UNMATCHED_GAME
1022100037,,,UNMATCHED_GAME
1022100038,,,UNMATCHED_GAME
1022100039,,,UNMATCHED_GAME
1022100040,,,UNMATCHED_GAME
1022100041,,,UNMATCHED_GAME
1022100042,,,UNMATCHED_GAME
1022100043,,,UNMATCHED_GAME
1022100044,,,UNMATCHED_GAME
1022100045,,,UNMATCHED_GAME
1022100046,,,UNMATCHED_GAME
1022100047,,,UNMATCHED_GAME
1022100048,,,UNMATCHED_GAME
1022100049,,,UNMATCHED_GAME
1022100050,,,UNMATCHED_GAME
1022100051,,,UNMATCHED_GAME
1022100052,,,UNMATCHED_GAME
1022100053,,,UNMATCHED_GAME
1022100054,,,UNMATCHED_GAME
1022100055,,,UNMATCHED_GAME
1022100056,,,UNMATCHED_GAME
1022100057,,,UNMATCHED_GAME
1022100058,,,UNMATCHED_GAME
1022100059,,,UNMATCHED_GAME
1022100060,,,UNMATCHED_GAME
1022100061,,,UNMATCHED_GAME
1022100062,,,UNMATCHED_GAME
1022100063,,,UNMATCHED_GAME
1022100064,,,UNMATCHED_GAME
1022100065,,,UNMATCHED_GAME
1022100066,,,UNMATCHED_GAME
1022100067,,,UNMATCHED_GAME
1022100068,,,UNMATCHED_GAME
1022100069,,,UNMATCHED_GAME
1022100070,,,UNMATCHED_GAME
1022100071,,,UNMATCHED_GAME
1022100072,,,UNMATCHED_GAME
1022100073,,,UNMATCHED_GAME
1022100074,,,UNMATCHED_GAME
1022100075,,,UNMATCHED_GAME
1022100076,,,UNMATCHED_GAME
1022100077,,,UNMATCHED_GAME
1022100078,,,UNMATCHED_GAME
1022100079,,,UNMATCHED_GAME
1022100080,,,UNMATCHED_GAME
1022100081,,,UNMATCHED_GAME
1022100082,,,UNMATCHED_GAME
1022100083,,,UNMATCHED_GAME
1022100084,,,UNMATCHED_GAME
1022100085,,,UNMATCHED_GAME
1022100086,,,UNMATCHED_GAME
1022100087,,,UNMATCHED_GAME
1022100088,,,UNMATCHED_GAME
1022100089,,,UNMATCHED_GAME
1022100090,,,UNMATCHED_GAME
1022100091,,,UNMATCHED_GAME
1022100092,,,UNMATCHED_GAME
1022100093,,,UNMATCHED_GAME
1022100094,,,UNMATCHED_GAME
1022100095,,,UNMATCHED_GAME
1022100096,,,UNMATCHED_GAME
1022100097,,,UNMATCHED_GAME
1022100098,,,UNMATCHED_GAME
1022100099,,,UNMATCHED_GAME
1022100100,,,UNMATCHED_GAME
1022100101,,,UNMATCHED_GAME
1022100102,,,UNMATCHED_GAME
1022100103,,,UNMATCHED_GAME
1022100104,,,UNMATCHED_GAME
1022100105,,,UNMATCHED_GAME
1022100106,,,UNMATCHED_GAME
1022100107,,,UNMATCHED_GAME
1022100108,,,UNMATCHED_GAME
1022100109,,,UNMATCHED_GAME
1022100110,,,UNMATCHED_GAME
1022100111,,,UNMATCHED_GAME
1022100112,,,UNMATCHED_GAME
1022100113,,,UNMATCHED_GAME
1022100114,,,UNMATCHED_GAME
1022100115,,,UNMATCHED_GAME
1022100116,,,UNMATCHED_GAME
1022100117,,,UNMATCHED_GAME
1022100118,,,UNMATCHED_GAME
1022100119,,,UNMATCHED_GAME
1022100120,,,UNMATCHED_GAME
1022100121,,,UNMATCHED_GAME
1022100122,,,UNMATCHED_GAME
1022100123,,,UNMATCHED_GAME
1022100124,,,UNMATCHED_GAME
1022100125,,,UNMATCHED_GAME
1022100126,,,UNMATCHED_GAME
1022100127,,,UNMATCHED_GAME
1022100128,,,UNMATCHED_GAME
1022100129,,,UNMATCHED_GAME
1022100130,,,UNMATCHED_GAME
1022100131,,,UNMATCHED_GAME
1022100132,,,UNMATCHED_GAME
1022100133,,,UNMATCHED_GAME
1022100134,,,UNMATCHED_GAME
1022100135,,,UNMATCHED_GAME
1022100136,,,UNMATCHED_GAME
1022100137,,,UNMATCHED_GAME
1022100138,,,UNMATCHED_GAME
1022100139,,,UNMATCHED_GAME
1022100140,,,UNMATCHED_GAME
1022100141,,,UNMATCHED_GAME
1022100142,,,UNMATCHED_GAME
1022100143,,,UNMATCHED_GAME
1022100144,,,UNMATCHED_GAME
1022100145,,,UNMATCHED_GAME
1022100146,,,UNMATCHED_GAME
1022100147,,,UNMATCHED_GAME
1022100148,,,UNMATCHED_GAME
1022100149,,,UNMATCHED_GAME
1022100150,,,UNMATCHED_GAME
1022100151,,,UNMATCHED_GAME
1022100152,,,UNMATCHED_GAME
1022100153,,,UNMATCHED_GAME
1022100154,,,UNMATCHED_GAME
1022100155,,,UNMATCHED_GAME
1022100156,,,UNMATCHED_GAME
