stat,v6_nll,v6_crps
ast,1.66733983440231,0.8242387219276661
blk,0.7886394357508574,0.28665342806724825
fg3m,1.0996474885773346,0.46362329249856327
pts,2.929899830450426,2.9125023636423926
reb,2.089794367781924,1.2465672385294981
stl,1.1631420787180329,0.46306046295299325
turnover,1.4666212461101402,0.6466370484307936
