game_id,player_id,player_name,stat,line,status,delivered_p_over_settled,delivered_p_under_settled,indep_p_over_win,indep_p_under_win,indep_p_push,indep_p_over_settled,indep_p_under_settled,indep_fair_decimal_over,indep_fair_decimal_under,reproducible,detail
24969,408,Natasha Cloud,fg3m,1.5,,,,0.27036513000000006,0.72963487,0,0.27036513000000006,0.72963487,3.698701825934431,1.370548532034934,True,
24970,765,Monique Akoa Makani,reb,2.5,,,,0.24799813999999998,0.75200187,0,0.24799813752001862,0.7520018624799814,4.0322883470013124,1.3297839405638712,True,
24970,765,Monique Akoa Makani,fg3m,1.5,,,,0.27687353000000003,0.72312648,0,0.2768735272312648,0.7231264727687353,3.6117573608426916,1.3828839596635984,True,
24969,67033,Sydney Taylor,ast,2.5,,,,0.3551969519718759,0.644803048028124,0,0.3551969519718759,0.644803048028124,2.815339474194528,1.5508611552909153,True,
24970,462,Kahleah Copper,ast,2.5,,,,0.2720579481039346,0.7279420518960654,0,0.2720579481039346,0.7279420518960654,3.6756875032298963,1.373735721676344,True,
24970,242,DeWanna Bonner,fg3m,1.5,,,,0.37118475999999995,0.6288152499999999,0,0.3711847562881524,0.6288152437118475,2.6940761522644414,1.5902922360741094,True,
24969,570,Jackie Young,fg3m,2.5,,,,0.43416281,0.5658371799999999,0,0.4341628143416282,0.5658371856583718,2.303283392697776,1.7672928279474318,True,
24969,67033,Sydney Taylor,fg3m,2.5,,,,0.30278363999999997,0.69721635,0,0.3027836430278364,0.6972163569721636,3.302688315656685,1.434275013774419,True,
24970,765,Monique Akoa Makani,ast,2.5,,,,0.18185306381519728,0.8181469361848027,0,0.18185306381519728,0.8181469361848027,5.498945021988852,1.2222743321184062,True,
24969,409,Elizabeth Williams,reb,4.5,,,,0.3480515499999999,0.65194843,0,0.34805155696103107,0.6519484430389689,2.873137556778587,1.533863621697808,True,
24969,408,Natasha Cloud,reb,3.5,,,,0.33278175,0.66721824,0,0.33278175332781756,0.6672182466721824,3.00497244815859,1.4987599709504345,True,
24969,67033,Sydney Taylor,reb,2.5,,,,0.32814358,0.6718564,0,0.32814358656287174,0.6718564134371283,3.0474464257383915,1.488413268073356,True,
24969,285,Courtney Vandersloot,reb,2.5,,,,0.2756581799999998,0.7243418399999999,0,0.27565817448683644,0.7243418255131636,3.627681282666817,1.380563657623312,True,
24970,66925,Pauline Astier,ast,3.5,,,,0.29259898278290714,0.7074010172170929,0,0.29259898278290714,0.7074010172170929,3.417646877952227,1.4136253350807835,True,
24970,591,Sabrina Ionescu,reb,4.5,,,,0.3406414800000001,0.6593585399999999,0,0.3406414731871706,0.6593585268128294,2.9356378442226116,1.5166255676312317,True,
24970,468,Breanna Stewart,ast,3.5,,,,0.33439278785214704,0.6656072121478531,0,0.334392787852147,0.665607212147853,2.9904951192971114,1.5023875669452142,True,
24970,424,Rebecca Allen,fg3m,1.5,,,,0.31578913999999997,0.68421086,0,0.31578913999999997,0.68421086,3.1666700127813137,1.4615377487577441,True,
24970,424,Rebecca Allen,pts,6.5,,,,0.24847532999999997,0.75152469,0,0.2484753250304935,0.7515246749695066,4.024544488984078,1.3306282991181566,True,
24969,726,Kamilla Cardoso,ast,2.5,,,,0.4740783867635594,0.5259216132364407,0,0.4740783867635594,0.5259216132364407,2.10935581102274,1.9014240427316798,True,
24970,468,Breanna Stewart,reb,8.5,,,,0.3917399300000002,0.6082600499999999,0,0.3917399378347989,0.6082600621652011,2.552713939577208,1.6440336333119365,True,
24970,462,Kahleah Copper,reb_ast,6.5,,,,0.8281585699999999,0.17184143,0,0.82815857,0.17184143000000002,1.2074982210230583,5.819318426295684,True,
24969,285,Courtney Vandersloot,ast,4.5,,,,0.307411309552043,0.692588690447957,0,0.307411309552043,0.692588690447957,3.252970755881399,1.4438584022404604,True,
24969,535,A'ja Wilson,ast,3.5,,,,0.6020404302937061,0.3979595697062938,0,0.6020404302937061,0.3979595697062938,1.6610180142090272,2.51281807530858,True,
24969,726,Kamilla Cardoso,pts,15.5,,,,0.46823837999999984,0.53176163,0,0.46823837531761614,0.5317616246823837,2.1356643383227154,1.8805418698599972,True,
24969,645,NaLyssa Smith,pts,10.5,,,,0.36596200999999995,0.6340380299999999,0,0.36596199536152024,0.6340380046384799,2.7325241764848758,1.577192522663033,True,
24970,242,DeWanna Bonner,pts,10.5,,,,0.28680486,0.7131951300000001,0,0.2868048628680486,0.7131951371319515,3.4866912297092876,1.4021407998116866,True,
24969,535,A'ja Wilson,reb,10.5,,,,0.30438723,0.69561276,0,0.30438723304387233,0.6956127669561277,3.285288906502418,1.4375814353951757,True,
24969,408,Natasha Cloud,pts,10.5,,,,0.46580763999999997,0.5341923700000001,0,0.46580763534192365,0.5341923646580765,2.1468089488613797,1.8719848244930937,True,
24970,373,Alyssa Thomas,reb,7.5,,,,0.3597452,0.64025478,0,0.3597452071949041,0.6402547928050959,2.7797451640772417,1.5618781948023879,True,
24970,465,Jonquel Jones,ast,2.5,,,,0.4637701007585437,0.5362298992414563,0,0.4637701007585437,0.5362298992414563,2.1562407718056793,1.8648717675284179,True,
24969,726,Kamilla Cardoso,reb_ast,10.5,,,,0.6465823600000001,0.35341765,0,0.6465823535341765,0.3534176464658235,1.5465933991765566,2.829513494869314,True,
24970,462,Kahleah Copper,pts_reb_ast,28.5,,,,0.1516837299999999,0.8483162699999998,0,0.15168372999999996,0.8483162700000001,6.592664882383893,1.1788056357801553,True,
24969,67033,Sydney Taylor,pts_reb_ast,21.5,,,,0.3373083599999999,0.6626916599999999,0,0.3373083532538329,0.6626916467461671,2.964646414337315,1.5089974423399262,True,
24970,424,Rebecca Allen,pts_reb,9.5,,,,0.13374145,0.8662585700000001,0,0.13374144732517104,0.8662585526748289,7.477113639787815,1.1543897568597792,True,
24970,591,Sabrina Ionescu,pts,19.5,,,,0.28420166999999996,0.7157983899999999,0,0.28420165294790084,0.7157983470520992,3.5186283739993502,1.397041504941077,True,
24969,408,Natasha Cloud,pts_ast,15.5,,,,0.2538076899999999,0.7461923200000001,0,0.25380768746192306,0.746192312538077,3.9399909829367274,1.340137097631881,True,
24970,591,Sabrina Ionescu,pts_ast,25.5,,,,0.15316093,0.84683913,0,0.15316092081034474,0.8468390791896552,6.529080621278547,1.1808618952220595,True,
24970,465,Jonquel Jones,pts_reb_ast,25.5,,,,0.12791993000000004,0.8720800499999999,0,0.1279199325583987,0.8720800674416013,7.817389987627413,1.1466837018000815,True,
24969,535,A'ja Wilson,pts,27.5,,,,0.4750380900000001,0.5249619,0,0.475038094750381,0.524961905249619,2.105094330435692,1.9049001270377908,True,
24969,409,Elizabeth Williams,pts,6.5,,,,0.42422874000000005,0.57577128,0,0.4242287315154254,0.5757712684845746,2.357218938066289,1.736800800484526,True,
24970,468,Breanna Stewart,pts,21.5,,,,0.39836545999999995,0.60163451,0,0.3983654719509641,0.6016345280490358,2.5102577166203117,1.662138646268812,True,
24970,468,Breanna Stewart,pts_ast,25.5,,,,0.29904591,0.7009540599999999,0,0.2990459189713776,0.7009540810286224,3.3439680549384536,1.4266269746693527,True,
24970,465,Jonquel Jones,pts_ast,16.5,,,,0.31522538,0.6847745999999999,0,0.31522538630450775,0.6847746136954922,3.172333331789464,1.4603345100709053,True,
24969,67033,Sydney Taylor,pts_reb,19.5,,,,0.38723940999999995,0.6127606099999999,0,0.387239402255212,0.6127605977447881,2.582381839699632,1.631958718756416,True,
24969,726,Kamilla Cardoso,pts_reb_ast,25.5,,,,0.22096945999999998,0.77903055,0,0.2209694577903054,0.7790305422096946,4.525512303826964,1.2836467196312134,True,
24970,462,Kahleah Copper,pts,22.5,,,,0.26251520999999994,0.7374847899999999,0,0.26251521,0.73748479,3.8093030876191896,1.3559601683446245,True,
24969,409,Elizabeth Williams,pts_reb,11.5,,,,0.22033142999999994,0.77966859,0,0.22033142559337146,0.7796685744066286,4.538617209537469,1.2825962631122536,True,
24970,462,Kahleah Copper,pts_reb,26.5,,,,0.18304060999999994,0.8169593899999998,0,0.18304060999999996,0.8169593900000001,5.463268506371347,1.224051051056528,True,
24969,726,Kamilla Cardoso,pts_reb,23.5,,,,0.25909469000000007,0.74090532,0,0.2590946874090532,0.7409053125909469,3.859592838432928,1.349700134424733,True,
24969,408,Natasha Cloud,pts_reb_ast,18.5,,,,0.16993894999999998,0.8300610600000001,0,0.16993894830061046,0.8300610516993895,5.8844662156615675,1.2047306616214475,True,
24969,535,A'ja Wilson,pts_reb_ast,41.5,,,,0.20416013,0.7958398599999998,0,0.20416013204160136,0.7958398679583987,4.898115954373656,1.2565341851562952,True,
