game_id,player_id,stat,L1,L2,P_gt_L1,P_gt_L2,ok
24970,462,pts,21.5,22.5,0.2863188099999999,0.26251520999999994,True
24969,535,pts,26.5,27.5,0.49833717000000005,0.4750380900000001,True
24969,408,reb,2.5,3.5,0.46797091999999996,0.33278175,True
24970,66925,ast,2.5,3.5,0.3722073720319387,0.29259898278290714,True
24970,373,pts_ast,23.5,24.5,0.14002430999999999,0.12414722000000002,True
24970,373,pts_reb_ast,31.5,32.5,0.05155331999999999,0.045252999999999995,True
24970,462,pts_reb,25.5,26.5,0.20069659999999992,0.18304060999999994,True
24970,462,reb_ast,5.5,6.5,0.8666571,0.8281585699999999,True
24969,535,pts_reb_ast,40.5,41.5,0.21981969999999998,0.20416013,True
