game_id,player_id,target,status,market_projection_status
24963,337,pts,PRICED,NO_MARKET
24963,337,reb,PRICED,NO_MARKET
24963,337,ast,PRICED,NO_MARKET
24963,337,fg3m,PRICED,NO_MARKET
24963,337,stl,PRICED,NO_MARKET
24963,337,blk,PRICED,NO_MARKET
24963,337,turnover,PRICED,NO_MARKET
24963,455,pts,PRICED,NO_MARKET
24963,455,reb,PRICED,NO_MARKET
24963,455,ast,PRICED,NO_MARKET
24963,455,fg3m,PRICED,NO_MARKET
24963,455,stl,PRICED,NO_MARKET
24963,455,blk,PRICED,NO_MARKET
24963,455,turnover,PRICED,NO_MARKET
24963,494,pts,PRICED,NO_MARKET
24963,494,reb,PRICED,NO_MARKET
24963,494,ast,PRICED,NO_MARKET
24963,494,fg3m,PRICED,NO_MARKET
24963,494,stl,PRICED,NO_MARKET
24963,494,blk,PRICED,NO_MARKET
24963,494,turnover,PRICED,NO_MARKET
24963,496,pts,PRICED,NO_MARKET
24963,496,reb,PRICED,NO_MARKET
24963,496,ast,PRICED,NO_MARKET
24963,496,fg3m,PRICED,NO_MARKET
24963,496,stl,PRICED,NO_MARKET
24963,496,blk,PRICED,NO_MARKET
24963,496,turnover,PRICED,NO_MARKET
24963,546,pts,PRICED,NO_MARKET
24963,546,reb,PRICED,NO_MARKET
24963,546,ast,PRICED,NO_MARKET
24963,546,fg3m,PRICED,NO_MARKET
24963,546,stl,PRICED,NO_MARKET
24963,546,blk,PRICED,NO_MARKET
24963,546,turnover,PRICED,NO_MARKET
24963,569,pts,PRICED,PROJECTED
24963,569,reb,PRICED,PROJECTED
24963,569,ast,PRICED,MARKET_PROJECTION_INFEASIBLE
24963,569,fg3m,PRICED,PROJECTED
24963,569,stl,PRICED,NO_MARKET
24963,569,blk,PRICED,NO_MARKET
24963,569,turnover,PRICED,NO_MARKET
24963,587,pts,PRICED,PROJECTED
24963,587,reb,PRICED,PROJECTED
24963,587,ast,PRICED,PROJECTED
24963,587,fg3m,PRICED,PROJECTED
24963,587,stl,PRICED,NO_MARKET
24963,587,blk,PRICED,NO_MARKET
24963,587,turnover,PRICED,NO_MARKET
24963,652,pts,PRICED,NO_MARKET
24963,652,reb,PRICED,NO_MARKET
24963,652,ast,PRICED,NO_MARKET
24963,652,fg3m,PRICED,NO_MARKET
24963,652,stl,PRICED,NO_MARKET
24963,652,blk,PRICED,NO_MARKET
24963,652,turnover,PRICED,NO_MARKET
24963,697,pts,PRICED,NO_MARKET
24963,697,reb,PRICED,NO_MARKET
24963,697,ast,PRICED,NO_MARKET
24963,697,fg3m,PRICED,NO_MARKET
24963,697,stl,PRICED,NO_MARKET
24963,697,blk,PRICED,NO_MARKET
24963,697,turnover,PRICED,NO_MARKET
24963,61809,pts,PRICED,PROJECTED
24963,61809,reb,PRICED,PROJECTED
24963,61809,ast,PRICED,PROJECTED
24963,61809,fg3m,PRICED,PROJECTED
24963,61809,stl,PRICED,NO_MARKET
24963,61809,blk,PRICED,NO_MARKET
24963,61809,turnover,PRICED,NO_MARKET
24963,67145,pts,PRICED,NO_MARKET
24963,67145,reb,PRICED,NO_MARKET
24963,67145,ast,PRICED,NO_MARKET
24963,67145,fg3m,PRICED,NO_MARKET
24963,67145,stl,PRICED,NO_MARKET
24963,67145,blk,PRICED,NO_MARKET
24963,67145,turnover,PRICED,NO_MARKET
24963,67169,pts,PRICED,PROJECTED
24963,67169,reb,PRICED,NO_MARKET
24963,67169,ast,PRICED,NO_MARKET
24963,67169,fg3m,PRICED,NO_MARKET
24963,67169,stl,PRICED,NO_MARKET
24963,67169,blk,PRICED,NO_MARKET
24963,67169,turnover,PRICED,NO_MARKET
24963,67171,pts,PRICED,NO_MARKET
24963,67171,reb,PRICED,NO_MARKET
24963,67171,ast,PRICED,NO_MARKET
24963,67171,fg3m,PRICED,NO_MARKET
24963,67171,stl,PRICED,NO_MARKET
24963,67171,blk,PRICED,NO_MARKET
24963,67171,turnover,PRICED,NO_MARKET
24963,67178,pts,PRICED,NO_MARKET
24963,67178,reb,PRICED,NO_MARKET
24963,67178,ast,PRICED,NO_MARKET
24963,67178,fg3m,PRICED,NO_MARKET
24963,67178,stl,PRICED,NO_MARKET
24963,67178,blk,PRICED,NO_MARKET
24963,67178,turnover,PRICED,NO_MARKET
24963,125856,pts,PRICED,NO_MARKET
24963,125856,reb,PRICED,NO_MARKET
24963,125856,ast,PRICED,NO_MARKET
24963,125856,fg3m,PRICED,NO_MARKET
24963,125856,stl,PRICED,NO_MARKET
24963,125856,blk,PRICED,NO_MARKET
24963,125856,turnover,PRICED,NO_MARKET
24963,165049,pts,PRICED,NO_MARKET
24963,165049,reb,PRICED,NO_MARKET
24963,165049,ast,PRICED,NO_MARKET
24963,165049,fg3m,PRICED,NO_MARKET
24963,165049,stl,PRICED,NO_MARKET
24963,165049,blk,PRICED,NO_MARKET
24963,165049,turnover,PRICED,NO_MARKET
24963,374,pts,PRICED,PROJECTED
24963,374,reb,PRICED,PROJECTED
24963,374,ast,PRICED,MARKET_PROJECTION_INFEASIBLE
24963,374,fg3m,PRICED,PROJECTED
24963,374,stl,PRICED,NO_MARKET
24963,374,blk,PRICED,NO_MARKET
24963,374,turnover,PRICED,NO_MARKET
24963,385,pts,PRICED,PROJECTED
24963,385,reb,PRICED,MARKET_PROJECTION_INFEASIBLE
24963,385,ast,PRICED,PROJECTED
24963,385,fg3m,PRICED,NO_MARKET
24963,385,stl,PRICED,NO_MARKET
24963,385,blk,PRICED,NO_MARKET
24963,385,turnover,PRICED,NO_MARKET
24963,417,pts,PRICED,NO_MARKET
24963,417,reb,PRICED,NO_MARKET
24963,417,ast,PRICED,NO_MARKET
24963,417,fg3m,PRICED,NO_MARKET
24963,417,stl,PRICED,NO_MARKET
24963,417,blk,PRICED,NO_MARKET
24963,417,turnover,PRICED,NO_MARKET
24963,456,pts,PRICED,PROJECTED
24963,456,reb,PRICED,MARKET_PROJECTION_INFEASIBLE
24963,456,ast,PRICED,PROJECTED
24963,456,fg3m,PRICED,PROJECTED
24963,456,stl,PRICED,NO_MARKET
24963,456,blk,PRICED,NO_MARKET
24963,456,turnover,PRICED,NO_MARKET
24963,487,pts,PRICED,NO_MARKET
