prop,candidate,n_settled,n_clusters,date_min,date_max,model_logloss,market_logloss,model_brier,market_brier,logloss_delta,brier_delta,model_auc,market_auc,auc_delta,logloss_delta_ci_low,logloss_delta_ci_high,logloss_delta_p_one_sided,brier_delta_ci_low,brier_delta_ci_high,brier_delta_p_one_sided,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_one_sided,data_state,logloss_delta_p_holm,brier_delta_p_holm,auc_delta_p_holm,gate_logloss,gate_brier,gate_auc,proper_score_market_superiority_gate,strict_market_superiority_gate,market_superiority_gate,status
pts,C1_platt,1796,30,2026-06-13,2026-07-19,0.6994262428215147,0.6958515567274439,0.25311097368216084,0.2513513029175198,0.0035746860940707448,0.0017596707646410636,0.49952233487675,0.47485868556483585,0.02466364931191417,-0.00465929660746775,0.012612414892432089,0.7963009247688078,-0.0023236086818530515,0.006237804302110341,0.7940514871282179,-0.03498566861265808,0.08085257322889772,0.20469882529367658,evaluated,1.0,1.0,0.20469882529367658,False,False,False,FAIL,FAIL,FAIL,FAIL
