prop,candidate,n_settled,n_clusters,date_min,date_max,model_logloss,market_logloss,model_brier,market_brier,logloss_delta,brier_delta,model_auc,market_auc,auc_delta,logloss_delta_ci_low,logloss_delta_ci_high,logloss_delta_p_one_sided,brier_delta_ci_low,brier_delta_ci_high,brier_delta_p_one_sided,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_one_sided,data_state,logloss_delta_p_holm,brier_delta_p_holm,auc_delta_p_holm,gate_logloss,gate_brier,gate_auc,proper_score_market_superiority_gate,strict_market_superiority_gate,market_superiority_gate,status
pts,C6_market_residual,485,30,2026-06-13,2026-07-19,0.7009486872244017,0.6940490798471689,0.2538475346248875,0.2504492910272175,0.00689960737723283,0.003398243597669992,0.4852490812576562,0.5019906084115966,-0.016741527153940394,-0.003593766202892262,0.01731820769964312,0.895034988337221,-0.0017768151050797192,0.008545464150833598,0.894701766077974,-0.05841005161622238,0.024085621125136864,0.7827390869710097,evaluated,1.0,1.0,0.7827390869710097,False,False,False,FAIL,FAIL,FAIL,FAIL
