stat,family,mean,variance,stored_mass,overflow,normalization_error,support_max
pts,mixture,2.3284900358795957,7.34537977241883,0.999999992429412,7.570588142713224e-09,0.0,80
pts,mixture,8.821152230670496,28.80719710566727,0.9999999977010735,2.2989264217797385e-09,1.1102230246251565e-16,80
pts,mixture,16.90616071479946,52.59400938394208,0.9999999998651726,1.3482617225060034e-10,1.2212453270876722e-15,120
pts,mixture,7.312193708426867,25.809247889622547,0.9999999821191189,1.788088131299987e-08,2.220446049250313e-16,80
pts,mixture,1.7347719530416417,4.602327729352282,0.9999999998021516,1.9784843459130118e-10,0.0,80
pts,mixture,3.8990605991382443,10.098883920047154,0.9999999999942193,5.780795559592223e-12,0.0,80
pts,mixture,7.504211285798448,22.486542397272984,0.9999999998172655,1.8273452978333298e-10,0.0,80
pts,mixture,2.4839075440414082,7.77746181979023,0.9999999954600268,4.539973239048038e-09,0.0,80
pts,mixture,19.57132879432704,69.70352361818499,0.9999999997720138,2.2798633307766598e-10,2.220446049250313e-16,120
pts,mixture,4.911431301210935,13.8588985826519,0.9999999999247066,7.529353721032994e-11,0.0,80
pts,mixture,8.115575231629652,18.190157735933496,0.9999999999996931,3.06914317399548e-13,0.0,80
pts,mixture,6.188940472934196,17.767129652665623,0.9999999999280248,7.197519914334331e-11,0.0,80
pts,mixture,5.604394919813771,11.135824590299126,0.9999999999999999,5.143814870104006e-16,4.440892098500626e-16,80
pts,mixture,6.876213766904003,20.514912468278382,0.9999999998018045,1.9819572732557014e-10,2.220446049250313e-16,80
pts,mixture,6.487497148079965,22.30943204280174,0.9999999889676906,1.1032309335693982e-08,1.1102230246251565e-16,80
pts,mixture,6.770714863163789,19.683037097981625,0.9999999999169535,8.304667789412575e-11,2.220446049250313e-16,80
pts,mixture,6.141240572933274,15.61413835737946,0.9999999999381718,6.182821325503429e-11,0.0,80
pts,mixture,5.213389260815232,14.35298243870983,0.9999999999722056,2.7794239279656478e-11,2.220446049250313e-16,80
pts,mixture,6.1719723306121805,19.29040987605012,0.9999999989237724,1.0762272790650096e-09,2.220446049250313e-16,80
pts,mixture,2.108432528026437,4.114947562210576,1.0000000000000002,1.2322427643499314e-17,2.220446049250313e-16,80
pts,mixture,3.264702806717764,8.046095271110126,0.9999999999988698,1.1303267758616005e-12,2.220446049250313e-16,80
pts,mixture,5.361508284402145,15.215441654857507,0.999999999925352,7.464788435792413e-11,1.1102230246251565e-16,80
pts,mixture,17.04259383978975,45.529666666653156,0.9999999717275857,2.8272413076344713e-08,1.2212453270876722e-15,80
pts,mixture,2.9559961905048513,9.260865928504522,0.9999999979323781,2.0676220232797627e-09,2.220446049250313e-16,80
pts,mixture,3.4314585292781272,12.639060458230698,0.9999999490428122,5.095718825918193e-08,4.440892098500626e-16,80
pts,mixture,2.040752834964047,6.156015404911338,0.9999999954983106,4.501689468444763e-09,2.220446049250313e-16,80
pts,mixture,15.267139669680015,38.45759446826176,0.9999999966797737,3.3202254885498897e-09,7.771561172376096e-16,80
pts,mixture,16.04231809069863,51.15053410804376,0.9999998635060481,1.364939523219105e-07,4.440892098500626e-16,80
pts,mixture,10.475333281466527,25.89120525190235,0.9999999999779979,2.200248728645391e-11,4.440892098500626e-16,80
pts,mixture,13.751232916320573,42.71907948819057,0.9999999456857062,5.4314294306326144e-08,4.440892098500626e-16,80
pts,mixture,13.803441617299022,32.42021234148277,0.9999999998064413,1.9355785298721517e-10,8.881784197001252e-16,80
pts,mixture,4.67042267908347,16.798942041289646,0.9999999899411064,1.005889383425927e-08,2.220446049250313e-16,80
pts,mixture,9.662682959944771,22.566769590740265,0.9999999999982587,1.7412385194890076e-12,0.0,80
pts,mixture,1.597736033860568,3.446871919739334,0.9999999999999704,2.97682681280623e-14,2.220446049250313e-16,80
pts,mixture,2.0164121564199857,6.077797317890248,0.9999999952941852,4.705815164806834e-09,2.220446049250313e-16,80
pts,mixture,2.227641554674394,6.665031211255291,0.9999999977721498,2.2278504021440505e-09,2.220446049250313e-16,80
pts,mixture,16.604159407463545,43.32465668053305,0.9999999871559673,1.2844031526606676e-08,1.2212453270876722e-15,80
pts,mixture,4.787335352483136,18.118192736682452,0.9999999710211613,2.8978839013839786e-08,4.440892098500626e-16,80
pts,mixture,6.159890428250004,12.922089692386436,0.9999999999999858,1.4362328800526898e-14,2.220446049250313e-16,80
pts,mixture,15.846948209367703,41.56127858631885,0.9999999859332886,1.4066710426574783e-08,8.881784197001252e-16,80
pts,mixture,2.146487760405095,5.893258551914471,0.9999999998155552,1.8444510414741342e-10,2.220446049250313e-16,80
pts,mixture,2.8431483845097483,7.230954085747793,0.9999999999949646,5.0354618721603305e-12,0.0,80
pts,mixture,4.0567281891252955,8.5168104134961,1.0,6.088799987780564e-17,0.0,80
pts,mixture,6.687251710236456,17.48862481745754,0.9999999997953046,2.0469523493365003e-10,1.1102230246251565e-16,80
pts,mixture,5.129866418653106,11.37047806529661,0.9999999999998263,1.7372928537179444e-13,0.0,80
pts,mixture,4.123878535130224,14.631537121667858,0.9999999882887607,1.1711239743635907e-08,4.440892098500626e-16,80
pts,mixture,13.577627342921193,31.560400906206695,0.9999999998778739,1.2212540202218182e-10,6.661338147750939e-16,80
pts,mixture,18.662450868476814,52.814184422311314,0.9999998193763133,1.806236858994537e-07,7.771561172376096e-16,80
