stat,game_id,player_id,old_norm_error,new_norm_error,dropped_minutes_mass,old_s_before_renorm,mean_diff,var_diff,line,line_prob_diff,max_atom_diff
pts,3780,645,0.00011649731264684604,2.220446049250313e-16,0.00011649639325506111,0.999883502687353,0.0010676532894251523,0.006856770855868888,9.5,0.00016730949242138582,8.958703560550197e-05
pts,3789,599,0.0009273364557902397,2.220446049250313e-16,0.0009273364557428332,0.9990726635442099,0.008002068347820579,0.09928742176359684,4.0,0.0003889887461669961,0.0001280902528341954
pts,3790,659,0.0007336757154079443,1.1102230246251565e-16,0.0007336757153338924,0.9992663242845918,0.005111736229901354,0.054041073132863104,4.5,0.00038340869753306084,8.729651074401712e-05
pts,3792,314,0.00011666786454944678,2.220446049250313e-16,0.00011666764862217072,0.9998833321354504,0.001034672608341225,0.006285646424203151,10.0,0.00016523869397450097,3.8355127778665586e-05
pts,3796,541,0.0007980499563005061,2.220446049250313e-16,0.0007980499555322318,0.9992019500436996,0.00645863886609277,0.07741113931455246,5.0,0.0003677739753472631,9.231828446187862e-05
pts,3805,385,0.000159576799421135,1.2212453270876722e-15,0.0001594073071942148,0.999840423200579,0.0015667847621188002,0.009370891410426907,19.0,0.00022643349654549727,1.3680614349573239e-05
pts,3807,573,9.343422610541552e-05,9.992007221626409e-16,9.337098939188326e-05,0.9999065657738948,0.0009092780674464507,0.00553547006875732,18.0,0.00013270065402348763,8.785374269622975e-06
pts,3812,686,0.0007336757161637841,0.0,0.0007336757153338924,0.9992663242838359,0.005606751167614554,0.06450635776696956,5.0,0.00035785891239492607,8.044105934157386e-05
pts,3813,696,0.0006943168252890874,2.220446049250313e-16,0.0006943168252894205,0.9993056831747107,0.004849544609085932,0.05509564561162117,1.5,0.0002743238122173697,0.0002815363207750443
pts,3822,466,0.0008666522681406441,2.220446049250313e-16,0.0008666522676962218,0.999133347731859,0.008051468536725004,0.10689331801670754,4.5,0.0003893870781460085,0.0001131849285001818
pts,3821,547,0.0001054149695021156,2.220446049250313e-16,0.00010541496408567053,0.9998945850304979,0.000785051476489329,0.003637387054546082,10.5,0.0001527705194754314,1.9944909994363755e-05
pts,3829,525,0.0008660888135447742,1.1102230246251565e-16,0.0008660867336476308,0.9991339111864552,0.004279241332792338,0.07153469991850869,8.5,0.0006356999265579311,9.907940646983887e-05
pts,3831,419,0.00020027656231391688,0.0,0.0002002763415458464,0.9997997234376859,0.0017126414724089045,0.009557305472696953,11.0,0.0002817616768840958,4.319087443645838e-05
pts,3837,677,0.0007000509565484592,4.440892098500626e-16,0.0007000509378076725,0.9992999490434518,0.008405822125632234,0.1581987848163724,2.5,0.0002722850497157703,0.00020630126931614479
pts,3840,419,0.00012481636929839723,0.0,0.00012481630805671884,0.9998751836307016,0.001042440869129635,0.0057771173055698455,10.5,0.000178260866089075,3.2552279372876324e-05
pts,3844,314,0.00012193656054737545,2.220446049250313e-16,0.00012193641142055345,0.999878063439453,0.0010611928393746695,0.0063016796832542354,10.0,0.00017093447707289267,4.072441222057518e-05
pts,3848,242,0.00010200843489993616,8.881784197001252e-16,0.00010200821934114312,0.9998979915651002,0.0007809035523926866,0.0036099917528034098,14.0,0.00014219009991561782,1.1715718265793013e-05
pts,3852,456,0.000192679726750411,2.220446049250313e-16,0.0001926787432615651,0.9998073202732498,0.0017540606667001413,0.01042131799056989,12.0,0.0002734390759626115,3.780458166324947e-05
pts,3856,374,0.00011974315743312758,9.992007221626409e-16,0.00011974307380602234,0.9998802568425669,0.0008400569731161767,0.003354129500756642,14.0,0.0001680784303738081,1.180568510868868e-05
pts,3862,708,0.00015371396861874054,9.992007221626409e-16,0.00015327284403099384,0.9998462860313813,0.0016159099377190955,0.010516840768154623,19.5,0.00022262459708244364,1.3547804799014795e-05
pts,3863,309,0.00012779016367581164,2.220446049250313e-16,0.00012776870342179336,0.9998722098363243,0.0013600674909888255,0.009652027132958096,14.5,0.00018561323303090127,2.1003185866385124e-05
pts,3871,719,0.0008404266406432104,2.220446049250313e-16,0.0008404265757231411,0.9991595733593568,0.00865168683739359,0.12853505032234125,5.5,0.00041761177023963425,8.610877385331617e-05
pts,3874,374,7.734261244718432e-05,5.551115123125783e-16,7.734241224677252e-05,0.9999226573875528,0.0006137478526095919,0.003100749348657672,12.5,0.00011097690532529958,1.1779472188768944e-05
pts,3875,749,0.0007406712693946993,4.440892098500626e-16,0.000740671268581794,0.9992593287306052,0.005714205803601047,0.07388574047072893,2.5,0.00035793887139073943,0.00015953873846005773
pts,3883,453,0.0008708027205095448,0.0,0.0008708027205095448,0.9991291972794903,0.005978567944492141,0.05909335066127497,2.5,0.00037583387140865954,0.00018751552671361638
pts,3888,723,0.0009112125311769859,1.1102230246251565e-16,0.0009112125311767638,0.9990887874688232,0.006226930293756983,0.06284153385858637,3.5,0.00042748137958975585,0.00014277003715645886
pts,3890,748,0.0007336807801208156,0.0,0.0007336757153340034,0.9992663192198791,0.007189137557443104,0.10772113557696272,8.0,0.0003855953916959143,5.298643206308462e-05
pts,3896,341,0.00012404044319835883,2.220446049250313e-16,0.00012397927267382425,0.9998759595568016,0.0014365416343444792,0.011585273068135393,14.5,0.00017743943741838075,2.5984460178385578e-05
pts,3900,695,0.0007340186028366169,4.440892098500626e-16,0.0007340088038774173,0.9992659813971635,0.007481301846637756,0.1308390976493179,5.0,0.0003612733131843626,7.81950762274164e-05
pts,3902,735,0.00018872765149202664,0.0,0.00018866193997557623,0.9998112723485079,0.0021107530093438243,0.015884240871152144,15.0,0.00026610223105838493,3.191744134554107e-05
pts,3907,384,0.0007336760352480987,1.1102230246251565e-16,0.0007336757153338924,0.999266323964752,0.006211527866703648,0.08140504166058093,7.0,0.00038897547916777464,5.8521060518054724e-05
pts,3912,738,0.0007478522210093708,2.220446049250313e-16,0.0007478522210094818,0.9992521477789906,0.004097406697193495,0.03795719814108489,1.5,0.0003085657668190911,0.0002981040367884824
pts,3915,676,9.434270214825347e-05,7.771561172376096e-16,9.43418928001094e-05,0.9999056572978514,0.0007772863731236868,0.004010713457169857,14.0,0.00013207655606412017,1.2112696040188914e-05
pts,3917,594,0.0007484973240448056,4.440892098500626e-16,0.0007484969226364546,0.9992515026759551,0.008263241692554324,0.1482232808330206,3.5,0.0003346832556672674,0.00013397747919152714
pts,3921,570,0.000123509927617782,1.1102230246251565e-15,0.00012342955924893317,0.999876490072382,0.0012164315581841834,0.007525183253946466,18.0,0.00017357029248293854,1.2296628586741867e-05
pts,3925,757,0.0006758492683045514,4.440892098500626e-16,0.0006758481385344961,0.9993241507316953,0.006362423556534935,0.1020079000837999,4.5,0.0003340797213277624,8.455006183366587e-05
pts,3934,757,0.0007639270639501206,4.440892098500626e-16,0.0007639270486371474,0.9992360729360497,0.007013915062966003,0.10619780866933404,3.0,0.00031890317590888007,0.00015666370023528775
pts,3935,408,8.330451665017335e-05,1.1102230246251565e-16,8.33045164259083e-05,0.9999166954833498,0.0005148794632461318,0.0019085212401712681,9.5,0.00012097971745539393,1.4273810281933974e-05
pts,3940,633,0.0008706914962879342,0.0,0.0008706914962878232,0.9991293085037121,0.005055027873057671,0.04479986879144082,3.5,0.0004369282428999255,0.00013004217312090338
pts,3942,409,0.0007336758696783185,4.440892098500626e-16,0.0007336757153336704,0.9992663241303215,0.007215940445044033,0.10430881772863643,6.5,0.00035746983026258006,6.927522355046345e-05
pts,3949,493,0.0008535989770641628,0.0,0.0008535989770647179,0.9991464010229358,0.005930873301897677,0.05909946599827087,2.5,0.000361997912899481,0.0001883848750569017
pts,3953,676,8.45447043755776e-05,9.992007221626409e-16,8.453730924651293e-05,0.9999154552956243,0.0007713198631265072,0.004501543933351115,15.0,0.00012095141728718506,1.0236825950228623e-05
pts,3954,453,0.0009145948617810262,0.0,0.0009145948617760302,0.9990854051382191,0.007750282710039524,0.09381193053941494,3.5,0.00040915018123360847,0.00014461536677037867
pts,3963,633,0.0008733522186026299,0.0,0.0008733522186026299,0.9991266477813973,0.005205297089670768,0.04724016969577782,3.5,0.0004446633978287262,0.00012687970238584034
pts,3961,713,0.0007189574562018741,0.0,0.0007189574561982104,0.9992810425437985,0.00524730081467184,0.06293499956846205,2.0,0.0002689459731906041,0.00023199831994086262
pts,3968,468,0.00014596757382756564,1.2212453270876722e-15,0.00014488531983114505,0.9998540324261724,0.001593642449982724,0.010545145703737546,21.0,0.00020653675735404775,1.1760846661088009e-05
pts,3974,776,0.0007273158524432333,0.0,0.0007273158524423451,0.9992726841475568,0.005285357375465427,0.06295750064135497,1.5,0.00032603124230917713,0.00025555095813395434
