stat,game_id,player_id,old_norm_error,new_norm_error,dropped_minutes_mass,old_s_before_renorm,mean_diff,var_diff,line,line_prob_diff,max_atom_diff
pts,3331,242,0.0005460550783606966,4.440892098500626e-16,0.0005460005460005135,0.9994539449216393,0.004032153315979947,0.05965339104984224,7.0,0.00033409492816116604,3.6393960806346826e-05
pts,3333,573,0.0005460133526700162,2.220446049250313e-16,0.0005460005460006245,0.99945398664733,0.004694494813755945,0.07369736067803245,6.0,0.00029353271253462765,4.905624959183896e-05
pts,3338,425,9.756892163892417e-05,0.0,9.756892163848008e-05,0.9999024310783611,0.00041885707858835275,0.0009568160524402458,6.5,0.00013956874228793215,2.160661010772516e-05
pts,3342,422,7.238522176544748e-05,0.0,7.238522176566953e-05,0.9999276147782344,0.0003009587973323846,0.0007165474189640975,4.0,0.00010047468716167796,6.910152435458256e-05
pts,3348,678,0.0007561257195285442,2.220446049250313e-16,0.0007561246346876604,0.9992438742804716,0.008786378700703423,0.16556174672638413,3.5,0.00034985081198141144,0.00012775930841335548
pts,3351,540,0.0009104762094587215,4.440892098500626e-16,0.0009104762090709206,0.9990895237905413,0.007624832673058357,0.09346904533365219,4.5,0.00044597789594591486,0.00011228495415901985
pts,3357,568,0.0001662578954673144,2.220446049250313e-16,0.00016625788065394165,0.9998337421045325,0.0012901929631539133,0.006587116514332081,9.0,0.00023631080415087435,4.8985580827854217e-05
pts,3358,655,0.000677266426357237,4.440892098500626e-16,0.000677266426357126,0.9993227335736427,0.004358628626916605,0.046446209897715196,1.5,0.0003145332881958063,0.00022736729968669822
pts,3362,580,0.0001382471196671453,3.3306690738754696e-16,0.00013824711611409857,0.9998617528803329,0.0009059024713984343,0.003492800797577189,11.0,0.0001944713930667752,1.9710199660308292e-05
pts,3369,555,8.55348845727466e-05,4.440892098500626e-16,8.553488457296865e-05,0.9999144651154273,0.00033366161612491396,0.0018993224318304414,3.5,4.961457188767948e-05,1.1510402257441932e-05
pts,3372,667,0.0007579740438941052,1.1102230246251565e-16,0.0007579740437193561,0.9992420259561057,0.0062902642174136325,0.08556935354690509,2.0,0.0003084712605954665,0.00021437444946326156
pts,3381,336,0.00014536226999384283,2.220446049250313e-16,0.00014536226899042326,0.9998546377300064,0.0010076753867878097,0.004616860272832923,7.5,0.00020787007724826223,9.446147448390584e-05
pts,3382,493,0.0007960323438147565,2.220446049250313e-16,0.0007960323438146455,0.9992039676561852,0.003953215326635284,0.03058309901992473,3.0,0.00038495168802382684,0.00013146454915730077
pts,3388,483,0.0007336757287941253,1.1102230246251565e-16,0.0007336757153340034,0.9992663242712058,0.00614470309385684,0.07732583452283848,5.5,0.0003896376851066363,7.269255285745346e-05
pts,3390,525,0.0005460344406460482,6.661338147750939e-16,0.0005460005460005135,0.9994539655593542,0.004184140865228336,0.06253875568825151,6.5,0.0003321508476142876,3.993287373149634e-05
pts,3393,462,0.00010881568466225566,2.220446049250313e-16,0.00010877427036082299,0.9998911843153377,0.0012198385447401705,0.009309202441414755,15.0,0.000153105035696266,1.8685490986431255e-05
pts,3398,547,8.989283705851392e-05,6.661338147750939e-16,8.989005817205964e-05,0.9999101071629414,0.0007600732553783018,0.0039343100032454,15.5,0.00013036867060134405,9.189326214738974e-06
pts,3402,684,0.0007336757153804108,2.220446049250313e-16,0.0007336757153337814,0.9992663242846195,0.004411462793854071,0.042069816240916325,5.0,0.0003853213432926661,7.842286778741991e-05
pts,3406,636,0.0007249793300645457,4.440892098500626e-16,0.0007249760846755882,0.9992750206699356,0.007388210815920004,0.1272395319755084,4.5,0.00036153597708277196,8.795459759308732e-05
pts,3411,645,0.00012425156259254777,2.220446049250313e-16,0.0001242161647503348,0.9998757484374075,0.0013573940380844363,0.009927048562296648,15.0,0.00017604149744498976,2.016988996352432e-05
pts,3419,574,7.934905054662877e-05,2.220446049250313e-16,7.93490505298644e-05,0.9999206509494533,0.00048042373087842094,0.00392974222119058,5.0,3.825620171915567e-05,9.310053776107052e-06
pts,3421,695,0.0007028653510918748,4.440892098500626e-16,0.0007028652127566426,0.9992971346489079,0.006098798243140635,0.08999595366675273,4.0,0.00032283657007703415,9.962723677348073e-05
pts,3423,648,0.0006928056666164473,2.220446049250313e-16,0.0006928056541809502,0.9993071943333834,0.006670231823536099,0.10409642651303663,3.0,0.00027304899443086894,0.00015292836723262981
pts,3431,540,0.0008059112468123963,0.0,0.0008059112444090966,0.9991940887531877,0.006753621990259084,0.0837861647483269,5.0,0.0003847636218924366,8.842598921041112e-05
pts,3436,704,0.0007302275167386796,0.0,0.0007302275165056438,0.9992697724832614,0.0065922993293900944,0.096006457864374,2.0,0.00027702061259993194,0.0002241462356805668
pts,3440,640,0.0006968511098581764,4.440892098500626e-16,0.0006968477506338333,0.9993031488901417,0.006417026704388817,0.10293853312791157,5.0,0.00034573168948137667,7.584649956547673e-05
pts,3442,699,0.0007458756047267201,0.0,0.0007458756012295176,0.9992541243952733,0.007529069604823135,0.12207687052555816,2.5,0.0003034806084172281,0.00020849809917966589
pts,3448,487,0.000855719971280422,0.0,0.0008557182976580702,0.9991442800287196,0.0038473862638870315,0.06076358315297625,9.0,0.0006205178928288535,7.292685843931362e-05
pts,3450,468,0.00015899766936677828,1.1102230246251565e-15,0.0001570621108064607,0.9998410023306332,0.0019214844231711936,0.015488654613569963,17.0,0.00022286094428536352,2.3213697855915642e-05
pts,3455,626,0.0008334190904744077,2.220446049250313e-16,0.0008334159630029037,0.9991665809095255,0.009448814848140863,0.1563847998878316,7.5,0.00040724803070868454,6.908203574214344e-05
pts,3457,693,0.0006969987166851599,2.220446049250313e-16,0.0006969987166767222,0.9993030012833148,0.005632607538572421,0.07348843547697825,1.5,0.00031705210114468807,0.00023923983478085775
pts,3465,406,0.0009349730018177738,2.220446049250313e-16,0.0009349730017994551,0.9990650269981824,0.007301723388334125,0.08340934478094297,4.0,0.0004100207723151117,0.00012750713767631372
pts,3466,627,0.00085629889578831,2.220446049250313e-16,0.0008562987966936886,0.9991437011042116,0.0037412390660289674,0.053373194299577875,7.5,0.0006242504569509144,9.02556842790267e-05
pts,3473,690,0.0006679280811239252,0.0,0.0006679280762980078,0.999332071918876,0.006629833643057914,0.10510155383564879,2.5,0.0002870210209334201,0.00017054009671579884
pts,3474,462,0.0001724250560313223,2.220446049250313e-16,0.00016954563696947034,0.9998275749439687,0.002303557515912047,0.019648883910832637,19.5,0.000247366196970078,2.0134841464119514e-05
pts,3478,540,0.0008605454132868395,0.0,0.0008605454116071831,0.9991394545867129,0.007386133278302509,0.09307568659574805,5.0,0.0003936471511202244,9.867810620559081e-05
pts,3483,684,0.00011747648223270346,1.1102230246251565e-16,0.00011747648192550475,0.9998825235177675,0.0008034496434117244,0.003543613449160432,8.0,0.0001654823250928361,3.721684542001315e-05
pts,3490,679,0.0007336757296392271,1.1102230246251565e-16,0.0007336757153338924,0.9992663242703604,0.005407346648452105,0.06235596642912711,6.0,0.0003936122334101677,6.558720991960143e-05
pts,3496,541,8.626397091271443e-05,2.220446049250313e-16,8.62639709120483e-05,0.9999137360290874,0.00046916824533393964,0.0016068834018110323,5.5,0.00012520981303687506,7.203174122745806e-05
pts,3494,627,0.000733675781315668,4.440892098500626e-16,0.0007336757153337814,0.9992663242186841,0.005349024507689926,0.06227672309428556,7.0,0.0004011867381221723,5.767410503701442e-05
pts,3500,652,0.0008435398524337945,1.1102230246251565e-16,0.0008435390076340088,0.9991564601475659,0.009820013793410354,0.16377296517387663,6.5,0.00040445173100756016,7.823313570827495e-05
pts,3504,604,0.0007336757448039855,0.0,0.0007336757153338924,0.999266324255196,0.00494231462297634,0.05415686928455088,7.0,0.0004102021335652406,5.725359341847425e-05
pts,3512,615,0.0001280746734195759,2.220446049250313e-16,0.00012807461160646572,0.9998719253265805,0.0010554782502785187,0.011249865974411577,6.0,5.988076920659946e-05,1.3042145301081498e-05
pts,3514,406,0.000733675717094151,1.1102230246251565e-16,0.0007336757153337814,0.9992663242829062,0.0057280025682553415,0.06733930747878247,5.0,0.0003663504945802254,7.740054683082198e-05
pts,3516,568,0.0007336758307499025,0.0,0.0007336757153337814,0.9992663241692502,0.007101155717356811,0.10117338603596693,6.0,0.0003551460893650993,6.995962047483262e-05
pts,3525,562,0.0008791874385214449,1.1102230246251565e-16,0.0008791874385217779,0.9991208125614784,0.004384817574629274,0.033097674623719264,2.0,0.00038926546563550213,0.00019176084901328938
pts,3526,658,0.0008876413751570666,2.220446049250313e-16,0.0008876413751564005,0.9991123586248428,0.006777386233501659,0.0748083243817046,3.5,0.0003950282641727032,0.0001440063877327924
pts,3530,539,0.0007336757201263922,2.220446049250313e-16,0.0007336757153336704,0.9992663242798736,0.00611477184837117,0.07595577501785655,5.5,0.00036691361175844595,7.658215813154123e-05
pts,3536,494,8.843665109425913e-05,1.2212453270876722e-15,8.840837868018259e-05,0.9999115633489056,0.000841330384485417,0.005051675937799871,17.0,0.00012552733213505585,9.145424658933352e-06
pts,3538,298,0.0007479406321668769,2.220446049250313e-16,0.0007479406228524388,0.9992520593678332,0.00643434522122055,0.09214745259162882,3.0,0.0003229642823511236,0.00014525568384068932
pts,3543,567,0.000711025816564792,4.440892098500626e-16,0.0007110252975962572,0.9992889741834351,0.008215765918901052,0.15268215894581516,3.5,0.0003125587215055403,0.00013026852039191295
pts,3547,520,0.0007425569699701651,2.220446049250313e-16,0.0007425569693292333,0.9992574430300298,0.007302050565966667,0.1150406938569013,2.0,0.0002742723188302598,0.00023483814420000027
pts,3554,676,0.00014079706307290607,7.771561172376096e-16,0.00014079374284636792,0.9998592029369271,0.0011880105319601597,0.00611571499756991,15.5,0.00020093372342017135,1.5257945130828926e-05
pts,3553,591,0.0001258628429599007,4.440892098500626e-16,0.00012572634900787083,0.9998741371570399,0.0014732662978431676,0.011625077248567095,16.0,0.0001789039532381631,1.9510912670541933e-05
pts,3559,285,0.00013096340887974733,2.220446049250313e-16,0.00013096338687734743,0.9998690365911204,0.0010361247418639863,0.005259675614237125,10.5,0.00018905856264744836,2.7518284955525135e-05
pts,3567,341,0.00012139480835737793,2.220446049250313e-16,0.0001213404940633156,0.9998786051916426,0.0014065897605330946,0.011470899516318411,14.0,0.00016991459124293673,2.886607188617085e-05
pts,3573,547,7.78536141747832e-05,9.992007221626409e-16,7.785342061628064e-05,0.9999221463858252,0.0006012378812538799,0.002830525990979993,14.0,0.00010879973842314872,9.002425291320532e-06
pts,3569,682,0.0007178196440547069,4.440892098500626e-16,0.0007178182201978967,0.9992821803559454,0.006172123193624479,0.09333321609197398,4.5,0.0003852278352867722,8.068475325878621e-05
pts,3579,409,0.00017404716776647788,2.220446049250313e-16,0.00017404716602509307,0.9998259528322335,0.0012216786157548398,0.005265274183958724,9.5,0.00025367144231086547,3.547127867216393e-05
pts,3582,495,0.0007401120081322876,4.440892098500626e-16,0.0007401120081327317,0.9992598879918675,0.0034742866858896715,0.028692600326083006,1.5,0.00037301200219214126,0.00022850848294303505
pts,3587,697,0.0007233483024209342,0.0,0.000723348301787996,0.999276651697579,0.007222988517508355,0.11496692827819732,2.0,0.00026306312140012,0.00023198502706373025
pts,3591,413,0.0006968644919842504,2.220446049250313e-16,0.0006968644911071742,0.9993031355080159,0.006532346067070094,0.09827991378334211,2.0,0.0002795459385224186,0.00019705562696931134
pts,3597,374,0.00014134734811355187,1.2212453270876722e-15,0.00014133450408093662,0.9998586526518863,0.0012521227120529943,0.006758492335876554,16.5,0.00020415115921657012,1.3954837848797336e-05
pts,3599,452,0.0007349968186389777,4.440892098500626e-16,0.0007349931045902425,0.9992650031813612,0.0070507175417882095,0.11656346676974749,5.0,0.00035460629087324946,8.284744617337303e-05
pts,3602,684,0.00010446199560698588,0.0,0.00010446199559221991,0.9998955380043933,0.0006242828444165127,0.0024024263091941833,6.0,0.0001465291332197194,8.627528187508254e-05
pts,3608,533,0.00014745817480976697,8.881784197001252e-16,0.00014744410809841568,0.9998525418251902,0.0013360082422906316,0.007544082652898965,16.0,0.00020745814982503497,1.635755992714441e-05
pts,3614,646,0.0007517709393995986,2.220446049250313e-16,0.0007517709393414229,0.9992482290606005,0.005685758124601037,0.07130637755023717,2.0,0.0003157088628335525,0.00020512515267928633
pts,3618,688,0.0009158135980613658,2.220446049250313e-16,0.0009158135980606996,0.9990841864019387,0.007897385982903682,0.09617364713016219,3.0,0.00034475013773255236,0.00016791841488975057
pts,3620,422,0.000797799466889515,0.0,0.0007977994668901811,0.9992022005331103,0.0023917050482236135,0.017665692747547368,4.0,0.0005411194898957139,8.649524034420875e-05
pts,3625,476,0.00018533332616810227,2.220446049250313e-16,0.00018533312156399084,0.9998146666738319,0.001570466007503768,0.01723318466880741,6.5,9.426965192016468e-05,1.7742682071955618e-05
pts,3631,425,0.0001057203554295505,2.220446049250313e-16,0.00010572035525602264,0.9998942796445703,0.0006946341894806807,0.006075237984102699,5.0,5.093738227185396e-05,1.2241435786347621e-05
pts,3632,668,0.0007190699601453687,4.440892098500626e-16,0.0007190693377353563,0.9992809300398544,0.006685513014360822,0.10556811318982362,4.0,0.00034335352749709225,9.485208560544578e-05
pts,3640,419,7.360089811925263e-05,6.661338147750939e-16,7.360077599316561e-05,0.9999263991018806,0.0005597063981284123,0.0025901009249658102,13.5,0.0001063238383769427,8.584799811330729e-06
pts,3642,242,8.790631304678165e-05,6.661338147750939e-16,8.772568936021852e-05,0.9999120936869531,0.0009171706624186982,0.006092988678560118,18.5,0.0001276100707456318,8.488280710820112e-06
pts,3648,465,0.00012795526061082363,0.0,0.00012795352191141696,0.9998720447393892,0.0012213285675670704,0.007735482303253605,12.5,0.00018620241290046025,2.480397730384755e-05
pts,3653,242,0.00012236018647948654,1.2212453270876722e-15,0.00012234550710998882,0.9998776398135204,0.0010980548831582837,0.006044178094278152,17.0,0.000171474942033345,1.2071899381857834e-05
pts,3656,610,8.570485354586488e-05,4.440892098500626e-16,8.570485347147994e-05,0.9999142951464539,0.0005431103311686059,0.004628195846477112,5.0,4.278103636701225e-05,9.698942798758159e-06
pts,3658,546,0.0007336772408006453,2.220446049250313e-16,0.0007336757153337814,0.9992663227591995,0.006438533552598713,0.08809476427234486,8.0,0.0003890609467090411,5.385482600883673e-05
pts,3665,718,0.0006722539313637199,0.0,0.0006722539313637199,0.9993277460686363,0.004009127264006818,0.0394193450061775,1.0,0.00026201280103405056,0.0002800394119930605
pts,3666,408,8.875578725708877e-05,7.771561172376096e-16,8.875549099318647e-05,0.999911244212743,0.000684584265684407,0.0031738941056289605,14.5,0.0001266016808122994,9.700536588351516e-06
pts,3671,615,0.0009010019439559258,2.220446049250313e-16,0.0009010019438907557,0.999098998056044,0.007556506174617006,0.09175134392997819,4.0,0.00039662636702364473,0.00012130308018437619
pts,3677,715,0.00012210679221880127,2.220446049250313e-16,0.00012210677575519302,0.9998778932077811,0.0009645924582724064,0.005154095929388092,8.5,0.0001783888406726164,5.848966138889515e-05
pts,3678,374,0.0001314931664815333,6.661338147750939e-16,0.00013149185409022657,0.9998685068335184,0.0010699869127037687,0.00528519180861764,14.5,0.0001908468394774543,1.4642478092300598e-05
pts,3683,242,0.0001022292740313624,1.1102230246251565e-15,0.00010219058786353763,0.9998977707259684,0.000990493215059729,0.006107534331654563,17.0,0.00014393404969437196,1.0985203324155937e-05
pts,3686,424,0.000900507339407719,0.0,0.0009005073234116256,0.9990994926605925,0.0026926634453205978,0.039405248102667656,7.5,0.0007078227456444042,8.506636468120707e-05
pts,3694,605,0.0009424725410935864,0.0,0.0009187877475950179,0.9990575274589065,0.004720171429980269,0.16159093965131888,16.0,0.0007368145637648427,4.5525696569305094e-05
pts,3698,422,0.0007336757153333373,0.0,0.0007336757153337814,0.9992663242846663,0.0027968622548404376,0.0183412256151394,3.5,0.00044509175567775117,8.852083828220225e-05
pts,3699,722,0.0007103383224555948,2.220446049250313e-16,0.0007103383224554838,0.9992896616775443,0.004795820767429904,0.05347209331506253,1.5,0.0003255808889036649,0.000242866968307609
pts,3703,373,9.129331452051304e-05,6.661338147750939e-16,9.129328740675735e-05,0.9999087066854796,0.0006322260487117148,0.00253608141080619,13.5,0.0001296919306462141,9.828429648965631e-06
pts,3712,251,0.00014508117797484843,2.220446049250313e-16,0.00014429838722396227,0.9998549188220252,0.0018319819867436138,0.015354875300396031,18.0,0.00020510978683285774,1.9469701692083168e-05
pts,3713,546,0.0008039131553618795,4.440892098500626e-16,0.0008039124525722752,0.999196086844638,0.004768882335854485,0.06659126827879902,8.0,0.0005246060426046251,6.043948512092674e-05
pts,3716,729,0.0006656327591123556,2.220446049250313e-16,0.0006656327581152643,0.9993343672408878,0.005533381242669666,0.07543073619597873,2.5,0.000306005774598217,0.0001536969075451311
pts,3726,691,0.0009135202628502981,2.220446049250313e-16,0.0009135202329698666,0.9990864797371497,0.00918893279402866,0.13349903707917576,5.5,0.0004375300488266842,9.609509802345484e-05
pts,3727,605,0.00014865632401939166,2.220446049250313e-16,0.00014705278859994397,0.9998513436759806,0.001958420683312312,0.016975556847015127,18.5,0.00021478845059402785,1.9256366827031905e-05
pts,3730,573,0.00011732105934969539,9.992007221626409e-16,0.00011726352184071587,0.9998826789406503,0.0011394360751886268,0.006949421369242259,17.5,0.00016929485435490665,1.1831380451412035e-05
pts,3733,41,3.90421273088748e-09,0.0,0.0,0.9999999960957875,3.645198631829771e-08,1.0007408945966745e-07,9.5,1.6526570112418426e-09,3.3743136063080215e-10
pts,3738,309,0.000153224769429805,2.220446049250313e-16,0.00015296661678931844,0.9998467752305704,0.0018136738687140053,0.014248139735414611,17.0,0.00021627831534470898,2.1309916701621467e-05
pts,3743,411,9.355412757328097e-05,2.220446049250313e-16,9.352966403131102e-05,0.9999064458724266,0.001019028542279088,0.014216505974630422,9.0,4.4411483548889574e-05,7.1337413824063e-06
pts,3746,576,0.0005460022762244776,4.440892098500626e-16,0.0005460005460006245,0.9994539977237755,0.003944912104428155,0.05361464191390297,5.0,0.00031132553452489775,5.097878883641993e-05
pts,3750,580,0.0008607637526754086,2.220446049250313e-16,0.0008607637500593901,0.9991392362473246,0.007525187541425282,0.0964526333801139,5.0,0.0003977770871165798,9.70683809533579e-05
pts,3756,476,0.0008540316486056465,2.220446049250313e-16,0.0008540316486056465,0.9991459683513944,0.006587003220945853,0.07254229396256129,3.0,0.0003334297079626847,0.00015601364186340616
pts,3762,568,0.0009183811028212752,4.440892098500626e-16,0.0009183809807633558,0.9990816188971787,0.00983228612477216,0.15149570238260424,6.0,0.000407138532270479,9.252528182687736e-05
pts,3763,487,0.0008773550350171799,0.0,0.0008773550350165138,0.9991226449649828,0.007547710214109937,0.09165897436466519,3.0,0.0003445553109693855,0.00015572217463771798
pts,3770,640,0.0006495506557824271,4.440892098500626e-16,0.0006495333857819974,0.9993504493442177,0.006436024009361496,0.11130218006887205,5.5,0.00034205012588578443,6.359017707713299e-05
pts,3772,712,0.0008635461475905437,4.440892098500626e-16,0.0008635460692612007,0.9991364538524093,0.00302608324635667,0.04227870274759482,8.0,0.0006500163310264595,6.396202213340696e-05
pts,3779,346,0.00019239739089460528,4.440892098500626e-16,0.00019239399334047835,0.9998076026091055,0.0017950705009521783,0.01059408024926256,14.0,0.0002700795508131515,2.848575915917473e-05
