prop,candidate,n_settled,n_clusters,date_min,date_max,model_logloss,market_logloss,model_brier,market_brier,logloss_delta,brier_delta,model_auc,market_auc,auc_delta,logloss_delta_ci_low,logloss_delta_ci_high,logloss_delta_p_one_sided,brier_delta_ci_low,brier_delta_ci_high,brier_delta_p_one_sided,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_one_sided,data_state,logloss_delta_p_holm,brier_delta_p_holm,auc_delta_p_holm,gate_logloss,gate_brier,gate_auc,proper_score_market_superiority_gate,strict_market_superiority_gate,market_superiority_gate,status
fg3m,C2_beta,1029,30,2026-06-13,2026-07-19,0.6892880292890763,0.6529262197301597,0.24719645050275543,0.23037378431532077,0.03636180955891655,0.016822666187434665,0.5520917992182359,0.6506579201981502,-0.09856612097991424,0.004849737757749973,0.06968043448252376,0.9890027493126718,0.0018803325717843414,0.032094533282144073,0.9865033741564608,-0.16153674789839317,-0.030370050267003026,0.9987503124218945,evaluated,1.0,1.0,0.9987503124218945,False,False,False,FAIL,FAIL,FAIL,FAIL
