pair_id,player_name,canonical_player_id,sportsbook,market_key,stat,period,line,pair_status,reject_reason,provider_quote_timestamp,quote_age_seconds_at_cutoff
3ef57841b99453c8c99bca60,Natasha Cloud,408,fanduel,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
9b6ffebf942d742097ec502d,Monique Akoa Makani,765,betonlineag,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
442f5aab31aa95b81e071b55,Monique Akoa Makani,765,betonlineag,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
739616d253e7bbb309c12053,Sydney Taylor,67033,betonlineag,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
9c28e67d7bc4e023f2af833b,Kahleah Copper,462,pinnacle,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
f0aa408f0d3220ffcd7b1e70,DeWanna Bonner,242,fanduel,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
484674116b22dfe71d68ecc2,Jackie Young,570,fanduel,player_threes,fg3m,game,2.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
3e636288485382ba309884b9,Sydney Taylor,67033,draftkings,player_threes,fg3m,game,2.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
899850c482c64f6656dd4f7a,Monique Akoa Makani,765,betonlineag,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
9fcf86482dddb8870f72d019,Elizabeth Williams,409,betonlineag,player_rebounds,reb,game,4.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
03553ace1a7269344a09757c,Natasha Cloud,408,fanduel,player_rebounds,reb,game,3.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
aa46d8ced9781ffe0e875c1e,Sydney Taylor,67033,betonlineag,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
1f6a4709a99558c8d72e2931,Courtney Vandersloot,285,betonlineag,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
785232afd74fd792a950573e,Pauline Astier,66925,draftkings,player_assists,ast,game,3.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
d80e4737c7f507011d1ce756,Sabrina Ionescu,591,betonlineag,player_rebounds,reb,game,4.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
1185af58cab8210fdb81a51d,Breanna Stewart,468,betonlineag,player_assists,ast,game,3.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
717760228ca238e85ec6aab3,Rebecca Allen,424,betonlineag,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
edaeb5242dd23a302b4bd9df,Rebecca Allen,424,betonlineag,player_points,pts,game,6.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
c156a390afc5b6c62858b752,Kamilla Cardoso,726,draftkings,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
3caa321284023cbd83a02a8a,Breanna Stewart,468,pinnacle,player_rebounds,reb,game,8.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
50d96a03bb6f1dddfcc57084,Kahleah Copper,462,fanduel,player_rebounds_assists,reb_ast,game,6.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
c934b9c32424f1fa501c8374,Courtney Vandersloot,285,draftkings,player_assists,ast,game,4.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
7cd14000dbf1aa72bbf06031,A'ja Wilson,535,betonlineag,player_assists,ast,game,3.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
8ab16e0f0b0ea9ba5370b1c5,Sabrina Ionescu,591,fanduel,player_points_q1,pts_q1,q1,5.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
7599a4d5cd977ea81f3ed317,A'ja Wilson,535,fanduel,player_points_q1,pts_q1,q1,7.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
7412e4f8ec6380c8aec970c1,Kamilla Cardoso,726,betonlineag,player_points,pts,game,15.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
8ecb680cb11ed302c1b509c8,NaLyssa Smith,645,betonlineag,player_points,pts,game,10.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
f9851a5f96b73c8cf77e5e90,DeWanna Bonner,242,pinnacle,player_points,pts,game,10.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
c1e3241d05d67f6b3c31364c,A'ja Wilson,535,fanduel,player_rebounds,reb,game,10.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
6a7d29e9c5180ac00e6864d4,Natasha Cloud,408,betonlineag,player_points,pts,game,10.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
62c1f238d904016dcc47262d,Alyssa Thomas,373,pinnacle,player_rebounds,reb,game,7.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
02a595ee92ab06a8e17a84a9,Jonquel Jones,465,betonlineag,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
74db17e90b1caa641969ac8e,Kamilla Cardoso,726,draftkings,player_rebounds_assists,reb_ast,game,10.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
1260349c9dcd033a110f3601,Kahleah Copper,462,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,28.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
5de66043f05368bc1897e768,Sydney Taylor,67033,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,21.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
2cd3a16704742eb24e537ee1,Rebecca Allen,424,draftkings,player_points_rebounds,pts_reb,game,9.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
3faee81b6930e3509c4d8b27,Breanna Stewart,468,fanduel,player_points_q1,pts_q1,q1,5.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
dc9b4d7bc1ecc2e4f05fc136,Sabrina Ionescu,591,pinnacle,player_points,pts,game,19.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
964ed6d8cc337e9eb23065f1,Natasha Cloud,408,fanduel,player_points_assists,pts_ast,game,15.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
eadacc86d8396be1496790c0,Sabrina Ionescu,591,fanduel,player_points_assists,pts_ast,game,25.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
2e2365b23734e6598fa0e9ca,Jonquel Jones,465,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,25.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
e8094b0525cb6ece8cf9ccff,A'ja Wilson,535,pinnacle,player_points,pts,game,27.5,VALID_PAIR,,2026-08-01T16:26:02Z,69.435636
21e877a58a3da71aed63d81b,Natasha Cloud,408,fanduel,player_points_q1,pts_q1,q1,2.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
ac3524d092a18eaf4946712d,Elizabeth Williams,409,pinnacle,player_points,pts,game,6.5,VALID_PAIR,,2026-08-01T16:26:02Z,69.435636
86ec76951d06185b188ca504,Breanna Stewart,468,pinnacle,player_points,pts,game,21.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
95fcd7a37eab2f09f168f1be,Breanna Stewart,468,fanduel,player_points_assists,pts_ast,game,25.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
2447ebe3c7244dfb9665c033,Jonquel Jones,465,fanduel,player_points_assists,pts_ast,game,16.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
992d9ffc041ef6106711e86a,Sydney Taylor,67033,draftkings,player_points_rebounds,pts_reb,game,19.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
4efaac389cf3bfd53082be1e,Kamilla Cardoso,726,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,25.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
9178b4d158c04fa1b6d596b8,Kahleah Copper,462,betonlineag,player_points,pts,game,22.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
7406e566b0ce9afdb5764e63,Elizabeth Williams,409,draftkings,player_points_rebounds,pts_reb,game,11.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
3e8bed5dc6b3c78406ce98c0,Kahleah Copper,462,draftkings,player_points_rebounds,pts_reb,game,26.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
bcd4331f2673bed9c7fa6b05,Kamilla Cardoso,726,draftkings,player_points_rebounds,pts_reb,game,23.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
0d8fbca2780dc25d872f0c4a,Natasha Cloud,408,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,18.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
7a3f680ae43e884327b20265,A'ja Wilson,535,fanduel,player_points_rebounds_assists,pts_reb_ast,game,41.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
cfd925f7ffce4e7908c56986,Jackie Young,570,pinnacle,player_points,pts,game,19.5,VALID_PAIR,,2026-08-01T16:26:02Z,69.435636
