pair_id,player_name,canonical_player_id,sportsbook,market_key,stat,period,line,pair_status,reject_reason,provider_quote_timestamp,quote_age_seconds_at_cutoff
d29506bf8422cc79839077b9,Courtney Vandersloot,285,draftkings,player_points_assists,pts_ast,game,13.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
519668f81f462e5d6be73d3a,Jackie Young,570,pinnacle,player_assists,ast,game,6.5,VALID_PAIR,,2026-08-01T16:26:02Z,69.435636
6402144e95734bb14094e00d,Alyssa Thomas,373,draftkings,player_points_assists,pts_ast,game,24.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
ed9419e745d496cefa007586,Natasha Mack,633,betonlineag,player_rebounds,reb,game,5.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
50c9ff8974711f03e5a7ed42,Alyssa Thomas,373,draftkings,player_points_rebounds_assists,pts_reb_ast,game,32.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
993bdee1f23244c6172e0792,Breanna Stewart,468,fanduel,player_points_rebounds,pts_reb,game,30.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
d597bf49f7310d0656f0ad33,Pauline Astier,66925,betonlineag,player_points,pts,game,8.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
31a1d96c0fd8116519194829,Natasha Mack,633,betonlineag,player_points,pts,game,6.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
2f0845d171e3a3ea298ff24d,A'ja Wilson,535,draftkings,player_points_rebounds,pts_reb,game,37.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
de163bc368fb0d1d12a0f90a,Courtney Vandersloot,285,draftkings,player_points_rebounds,pts_reb,game,11.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
e53d73051286cb1ae210be1a,Natasha Cloud,408,draftkings,player_points_rebounds,pts_reb,game,13.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
0625dca82c151e97aad68a28,Jonquel Jones,465,draftkings,player_rebounds_assists,reb_ast,game,11.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
b95b00f24f1182e824a178eb,Sabrina Ionescu,591,pinnacle,player_assists,ast,game,5.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
a7f7398953cea5263b4d2fb5,Monique Akoa Makani,765,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,13.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
1b271a447efbd5043e8c195a,Natasha Mack,633,fanduel,player_points_rebounds,pts_reb,game,12.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
36ee1c1d8783f38e1ca7f01b,Chelsea Gray,410,fanduel,player_assists,ast,game,6.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
6cf2f11960d02a7eac673aa6,Chelsea Gray,410,draftkings,player_points_assists,pts_ast,game,19.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
283933aebd8bc9c5a3d5ac55,Jonquel Jones,465,betonlineag,player_points,pts,game,13.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
7c89a8ffb04c6a6dadd2f713,Sabrina Ionescu,591,fanduel,player_points_rebounds_assists,pts_reb_ast,game,29.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
897c923c8d7d1ddb19a23878,A'ja Wilson,535,draftkings,player_points_assists,pts_ast,game,30.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
5e0a65a9e8482ff46aa3a285,Chelsea Gray,410,draftkings,player_points,pts,game,12.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
ff8ad50c0db7fb741ba10b46,Alyssa Thomas,373,fanduel,player_points_rebounds,pts_reb,game,22.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
daca58929c55e8d76ffcbeb8,Alyssa Thomas,373,fanduel,player_points_rebounds_assists,pts_reb_ast,game,31.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
e944e20fab066c48c9a04a9f,Alyssa Thomas,373,fanduel,player_rebounds_assists,reb_ast,game,16.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
8c813a76adde7d34dbdd83cd,Sydney Taylor,67033,fanduel,player_points,pts,game,16.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
9991b29256974911c3564d0a,Pauline Astier,66925,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,13.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
7f2557e6a6c218bbcc590906,Courtney Vandersloot,285,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,15.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
a67b7a922a3f7b77cc950eb5,Jackie Young,570,draftkings,player_points_assists,pts_ast,game,26.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
50f26aceeccaba12cd681e0f,Kamilla Cardoso,726,draftkings,player_points_assists,pts_ast,game,17.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
d21eb4a6f8516a8a2ef199b0,DeWanna Bonner,242,draftkings,player_points_rebounds,pts_reb,game,16.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
eea1530df48f7573d4ee1771,Breanna Stewart,468,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,33.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
522d856de1925614c8ae618c,Kahleah Copper,462,draftkings,player_points_assists,pts_ast,game,24.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
e0a510ec0d73aed74c511b38,Jackie Young,570,draftkings,player_points_rebounds_assists,pts_reb_ast,game,30.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
8e11b5c0f6c3e32b4ed7f554,Monique Akoa Makani,765,draftkings,player_points,pts,game,8.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
08dc546d3fa60ce323d37669,A'ja Wilson,535,draftkings,player_points,pts,game,26.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
81e5eba4492fcfbcdb8931b3,Chelsea Gray,410,fanduel,player_rebounds_assists,reb_ast,game,9.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
3fe57542446037d2e40bcb1c,Jonquel Jones,465,fanduel,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
905f73050dcf1a9dfb9aaea2,Sabrina Ionescu,591,fanduel,player_points_rebounds,pts_reb,game,23.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
4254d8900bc7a643a21116a0,Jonquel Jones,465,fanduel,player_points_rebounds,pts_reb,game,22.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
b3e327c3a88e8f5c4e2e2fec,Chelsea Gray,410,fanduel,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
d876f4131924affcd50e5424,NaLyssa Smith,645,fanduel,player_rebounds,reb,game,5.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
bc1fc39ee8b784d2379454c0,Sabrina Ionescu,591,fanduel,player_threes,fg3m,game,2.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
7316e437477f14031205a3ad,Pauline Astier,66925,draftkings,player_points_rebounds,pts_reb,game,10.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
bfcd244c3308772accd2e74c,Elizabeth Williams,409,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,12.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
592aefe718ffe6cedd8c1907,Chelsea Gray,410,draftkings,player_points_rebounds_assists,pts_reb_ast,game,22.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
54bd10d8e3c94f6951548237,Pauline Astier,66925,fanduel,player_points_assists,pts_ast,game,11.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
3d38dbf5fa0072eba4291449,Alyssa Thomas,373,fanduel,player_points,pts,game,14.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
f7725a70dd713f6eca0f671f,Alyssa Thomas,373,fanduel,player_points_assists,pts_ast,game,23.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
eeef5e28426a513cd79d9cc0,Jackie Young,570,draftkings,player_points_rebounds,pts_reb,game,23.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
7e51c3b0fb0ab854b0902c7e,Courtney Vandersloot,285,pinnacle,player_points,pts,game,8.5,VALID_PAIR,,2026-08-01T16:26:02Z,69.435636
66deb583fa0dafcb8d2ad7fa,Alyssa Thomas,373,pinnacle,player_assists,ast,game,8.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
c58eb65e497f4eee8c8e87db,DeWanna Bonner,242,pinnacle,player_rebounds,reb,game,5.5,VALID_PAIR,,2026-08-01T16:24:59Z,132.435636
ce2eeefed0b3d0f47a3d8b9e,Courtney Vandersloot,285,draftkings,player_rebounds_assists,reb_ast,game,6.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
7d1405cc1f7730413fdd42be,Monique Akoa Makani,765,draftkings,player_points_rebounds,pts_reb,game,10.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
d695eb26bc0e02478286af2a,Chelsea Gray,410,draftkings,player_points_rebounds,pts_reb,game,15.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
b35e00f4471a5f36f0d983d8,A'ja Wilson,535,betonlineag,player_points_rebounds_assists,pts_reb_ast,game,40.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
46f4362711ff2db096017802,Sydney Taylor,67033,fanduel,player_points_q1,pts_q1,q1,3.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
bff316b0453dc9d720619ca1,Breanna Stewart,468,draftkings,player_rebounds_assists,reb_ast,game,11.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
f4f8633cc639b18a8efe3014,Sydney Taylor,67033,draftkings,player_points_assists,pts_ast,game,18.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
f49266d38bd2b61433108458,Jewell Loyd,437,draftkings,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
a588d8edb1648e996814704d,Natasha Cloud,408,draftkings,player_assists,ast,game,4.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
0c6bb3d038f0b9b2dd1e0b32,Kahleah Copper,462,betonlineag,player_rebounds,reb,game,3.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
3fd1800925deff61a7888489,Jewell Loyd,437,fanduel,player_points_rebounds,pts_reb,game,11.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
ad01ea90dcf995273ee673a2,Jackie Young,570,fanduel,player_rebounds_assists,reb_ast,game,10.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
728b65a9944171d968027c4a,Kahleah Copper,462,fanduel,player_points_rebounds,pts_reb,game,25.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
7eb3a32085f2f385db87985a,Kahleah Copper,462,fanduel,player_points,pts,game,21.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
55c8b409cd368c24dfead6f7,Elizabeth Williams,409,draftkings,player_points_assists,pts_ast,game,8.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
412e43915a33e615e810c5dc,Kamilla Cardoso,726,draftkings,player_rebounds,reb,game,7.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
36cbc3d4dd9e8e899d228b0e,Natasha Cloud,408,draftkings,player_rebounds_assists,reb_ast,game,7.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
7b28c3421cca499f3fd0099e,Jewell Loyd,437,fanduel,player_points,pts,game,8.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
d302770d88eb0f97e9e66a64,Chelsea Gray,410,fanduel,player_points_q1,pts_q1,q1,2.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
791ad047e4b687951cf5ee1b,Rebecca Allen,424,fanduel,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
42b996081d4608c505fa88f3,Jonquel Jones,465,betonlineag,player_rebounds,reb,game,8.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
7e51003e131cb1df25889601,Jonquel Jones,465,fanduel,player_points_q1,pts_q1,q1,2.5,VALID_PAIR,,2026-08-01T16:25:57Z,74.435636
afe0e585621b5142a6171511,NaLyssa Smith,645,draftkings,player_points_rebounds,pts_reb,game,15.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
de114927da14cbbc2a8709ed,A'ja Wilson,535,fanduel,player_rebounds_assists,reb_ast,game,13.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
8228e62f901d1e1a246fba6a,Kamilla Cardoso,726,fanduel,player_points_q1,pts_q1,q1,3.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
10aeca932c2c3cc434163ce5,Jackie Young,570,fanduel,player_points_q1,pts_q1,q1,4.5,VALID_PAIR,,2026-08-01T16:26:04Z,67.435636
9368d08a968e8c2e9d43bfd6,Kahleah Copper,462,draftkings,player_rebounds_assists,reb_ast,game,5.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
8b045d0eed9da9e0e7463a28,Monique Akoa Makani,765,draftkings,player_points_assists,pts_ast,game,10.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
4fe0a9ec42e8f0c07147f226,Sabrina Ionescu,591,draftkings,player_rebounds_assists,reb_ast,game,9.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
bcadc68a0139f35cd5b07847,Elizabeth Williams,409,draftkings,player_rebounds_assists,reb_ast,game,5.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
459c2e91924eaf7eec7aefae,Jackie Young,570,betonlineag,player_rebounds,reb,game,3.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
8faa1865f728a86476f79898,Pauline Astier,66925,betonlineag,player_assists,ast,game,2.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
12c8c45282df878f56790b1a,Chelsea Gray,410,draftkings,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
1367dbe4fe681f47026bc017,Natasha Cloud,408,draftkings,player_rebounds,reb,game,2.5,VALID_PAIR,,2026-08-01T16:26:33Z,38.435636
debe74f6cf010880011c9e43,Jewell Loyd,437,betonlineag,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
41d1eec294ed64030aef72c2,Kahleah Copper,462,draftkings,player_threes,fg3m,game,1.5,VALID_PAIR,,2026-08-01T16:26:45Z,26.435636
82e2f2b3b03fb0fc5b577c82,A'ja Wilson,535,betonlineag,player_threes,fg3m,game,0.5,VALID_PAIR,,2026-08-01T16:26:41Z,30.435636
19a80e9a4735dfbe80994d6d,Breanna Stewart,468,betonlineag,player_threes,fg3m,game,0.5,VALID_PAIR,,2026-08-01T16:26:51Z,20.435636
