prop,candidate,n_settled,n_clusters,date_min,date_max,model_logloss,market_logloss,model_brier,market_brier,logloss_delta,brier_delta,model_auc,market_auc,auc_delta,logloss_delta_ci_low,logloss_delta_ci_high,logloss_delta_p_one_sided,brier_delta_ci_low,brier_delta_ci_high,brier_delta_p_one_sided,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_one_sided,data_state,logloss_delta_p_holm,brier_delta_p_holm,auc_delta_p_holm,gate_logloss,gate_brier,gate_auc,proper_score_market_superiority_gate,strict_market_superiority_gate,market_superiority_gate,status
ast,C1_platt,325,30,2026-06-13,2026-07-19,0.6851602715339468,0.688904633973775,0.246035999683688,0.24790120085919679,-0.0037443624398282305,-0.001865201175508785,0.516406670252824,0.5459540459540461,-0.02954737570122201,-0.015304550940216892,0.008080506977302422,0.2621475704859028,-0.007582129100287159,0.003960010214212406,0.26034793041391724,-0.09476267888158642,0.03921285244682724,0.8020395920815837,evaluated,0.5206958608278345,0.5206958608278345,0.8020395920815837,False,False,False,FAIL,FAIL,FAIL,FAIL
