prop,candidate,n_settled,n_clusters,date_min,date_max,model_logloss,market_logloss,model_brier,market_brier,logloss_delta,brier_delta,model_auc,market_auc,auc_delta,logloss_delta_ci_low,logloss_delta_ci_high,logloss_delta_p_one_sided,brier_delta_ci_low,brier_delta_ci_high,brier_delta_p_one_sided,auc_delta_ci_low,auc_delta_ci_high,auc_delta_p_one_sided,data_state,logloss_delta_p_holm,brier_delta_p_holm,auc_delta_p_holm,gate_logloss,gate_brier,gate_auc,proper_score_market_superiority_gate,strict_market_superiority_gate,market_superiority_gate,status
reb,C4_blend,1487,30,2026-06-13,2026-07-19,0.6767489181348414,0.6791019635131708,0.24194608455452368,0.24303439654720246,-0.002353045378329366,-0.001088311992678781,0.5949700493947861,0.5981739615785903,-0.003203912183804114,-0.01021608531839088,0.004331979734499142,0.25293676580854785,-0.00496354332973168,0.0022328854233858325,0.26768307923019247,-0.025610619275772586,0.01884187152555261,0.5816045988502875,evaluated,0.5058735316170957,0.5058735316170957,0.5816045988502875,False,False,False,FAIL,FAIL,FAIL,FAIL
